Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg]
Electricity; at grid; generation mix - Imperial Irrigation District,c9a7d4cf-7c57-3fe5-9d83-acbfb3434148,1.0,MJ,0.08403075235405232,9.406342566189883e-05,5.213162520594297e-06,5.474388028046168e-11,0.0024518692549497295,0.07216582926760381,1.1989894113915485e-06,0.00041202645058949607
Electricity; at grid; consumption mix - Bonneville Power Administration - BA,e4fcd21b-a651-31c8-a123-ff308a80e080,1.0,MJ,0.03262851946234272,7.402213714457275e-05,6.0363684790881465e-06,6.66358934999044e-10,0.0018375225894446063,0.031078621183004022,3.463550957995158e-07,5.1536920517575944e-05
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,a9420547-6281-38fe-bb48-a32546ed849f,1.0,MJ,0.13887486712706434,0.00029456704883182403,1.3037912695672429e-05,2.119715458446145e-09,0.004778404452825845,0.1329032843282786,1.7389934699664886e-06,0.00019485381195128145
Electricity; at grid; consumption mix - Southeast - FERC,f6579b75-679d-38ed-b7b8-e5026887b008,1.0,MJ,0.1535067335738191,0.0002842978360387874,1.6508088923289737e-05,1.7758169617315137e-09,0.006474493409363886,0.14606593207437216,1.722509203669174e-06,0.0002477154849143057
Electricity - SOLAR - Balancing Authority of Northern California,303583a7-f5e4-3c69-a671-ecec9faa03ef,1.0,MJ,0.003977928746900199,1.2041788107714553e-05,8.539258991608231e-07,8.703789334031456e-11,0.00019769383178061648,0.0036562427230626103,1.3077156673528095e-08,8.881625505070757e-06
Electricity - SOLAR - JEA,852ccb2c-9de3-3aa7-8f54-d7a3f74a8db1,1.0,MJ,0.006264392427473791,2.200730243354598e-05,9.030769040417728e-07,1.7837349720295564e-10,0.0003402237053942003,0.0057899558564938666,3.065755159674662e-08,1.6393563173780112e-05
Electricity - OTHF - Southwest Power Pool,0a985b6b-6116-3a80-ac04-7c3c33eef81a,1.0,MJ,7.495357467364603e-22,4.334050236231233e-24,1.1291475586040078e-25,0.0,6.324646170884265e-23,2.549441315430137e-24,2.549441315430137e-24,2.549441315430137e-24
"Electricity - WIND - NaturEner Wind Watch, LLC",3c40d33e-5dea-3965-aa3a-9aa97c0f23ae,1.0,MJ,0.005357785878758846,1.5080015347659509e-05,9.941729478234027e-06,2.718358847305042e-12,0.00016336585445605686,0.00500948889191063,1.85204323399188e-08,1.1778607938005568e-05
Electricity - WIND - NorthWestern Corporation,37aa97f1-0eb3-3295-acd9-814c0412e1e6,1.0,MJ,0.008121997999282343,2.2831088444194218e-05,1.3196855663760187e-05,4.259945285504409e-12,0.0002477593845359619,0.007590738398638788,2.504041515962533e-08,1.7847210991910196e-05
Electricity - WIND - Southwest Power Pool,166c74a3-1c8d-3772-a92f-be2a45360720,1.0,MJ,0.007072863736700129,1.9539328227353104e-05,1.3575694713510685e-05,3.0966435793737216e-12,0.00021276109922151634,0.006621908322745523,2.5079117275022936e-08,1.5300522319998114e-05
Electricity - WIND - Western Area Power Administration - Rocky Mountain Region,b4c37a61-5e15-30d1-b7fe-afc98975e1d0,1.0,MJ,0.009413001967237258,2.614562516810818e-05,1.6331510830662818e-05,4.382746252537711e-12,0.0002842369209398975,0.008806598016087217,3.0542066114917004e-08,2.0491258192337838e-05
Electricity - WIND - Southwestern Power Administration,89c855f0-534b-3269-8234-5512dcd3a023,1.0,MJ,0.004795947782344033,1.2925503014600807e-05,1.0692602048839524e-05,1.8853780936636732e-12,0.00014064097264014484,0.004497562878900851,1.826458921483128e-08,1.0143571551238039e-05
Electricity - SOLAR - PacifiCorp East,72cf115f-679a-3927-bd35-48d620da4547,1.0,MJ,0.0074410526141588836,2.1522639370807415e-05,1.7547375044118297e-06,1.5087346118535292e-10,0.0003599311086937735,0.006825459920597038,2.088765730470554e-08,1.584753978091995e-05
Electricity - SOLAR - El Paso Electric Company,20ab6e5b-c9ce-35e1-96d0-8d30e1406ab2,1.0,MJ,0.002774186050838635,8.920684613930961e-06,5.210879041372052e-07,6.759351068156404e-11,0.00014243411124059154,0.00255496501839748,1.0738851581162341e-08,6.608521170035929e-06
Electricity - SOLAR - Tucson Electric Power,a56ed245-05ad-3918-9b86-ac4d49d6cd89,1.0,MJ,0.0033485983306894545,9.965690472309118e-06,7.468459648285225e-07,7.104448181927057e-11,0.00016429298022896578,0.0030753353380540524,1.0333102681325518e-08,7.339515476942697e-06
"Electricity - OTHF - PJM Interconnection, LLC",5672fd90-c9d0-340b-ac2a-409ca8e243ca,1.0,MJ,1.206623129734149e-21,6.97707251887093e-24,1.8177325991811383e-25,0.0,1.0181588256999738e-22,4.104160305218194e-24,4.104160305218194e-24,4.104160305218194e-24
Electricity - OIL - Southwestern Power Administration,9645b753-5994-3f18-9a07-3e4206aad7ef,1.0,MJ,0.2904511896211471,0.003240006604330433,0.00028963048615511023,9.111075574438742e-09,0.10009413277600601,0.27285123041256243,3.1397841568304884e-06,0.0005595175052452804
Electricity - WIND - ISO-NE,98f79bbb-bc1c-3ce6-806d-3108fc991997,1.0,MJ,0.01573713720816504,4.383956872515491e-05,2.765731831689718e-05,8.503340928920423e-12,0.00047610682238412815,0.014713598275938442,5.100554734433601e-08,3.4285899487994696e-05
"Electricity - OTHF - Electric Reliability Council of Texas, Inc.",1aa05ad9-41db-32ff-b5df-463e9b035484,1.0,MJ,1.0116569723088842e-21,5.849717186820079e-24,1.5240233776721254e-25,0.0,8.536447292902025e-23,3.441010109894164e-24,3.441010109894164e-24,3.441010109894164e-24
Electricity - WIND - El Paso Electric Company,22e991b2-93da-360a-9d59-9be3aff6845f,1.0,MJ,0.010598905031539107,2.9061154064518994e-05,2.0863115128477688e-05,4.301565624560121e-12,0.0003170887561739951,0.00992505972891343,3.780055478863388e-08,2.2877085338083244e-05
Electricity - SOLAR - Southwestern Power Administration,58133a0f-d6c1-3d1a-963e-c5255bede732,1.0,MJ,0.004523629790885756,1.589169264246396e-05,6.520443003001478e-07,1.2897622585650907e-10,0.0002458506508826095,0.004181064760694981,2.2177314558262943e-08,1.1838666056669292e-05
Electricity - SOLARTHERMAL - Nevada Power Company,b406023d-5c38-3b2b-a486-4931d65dbce0,1.0,MJ,0.0360388542551206,0.00035740377135541466,5.801936970628062e-05,2.470303514750043e-12,0.5187698156272563,0.03574111643610168,1.2158268721217811e-08,1.0505688075270824e-05
"Electricity - SOLAR - Southern Company Services, Inc. - Trans",1e375948-468c-3aa9-b187-294121e8f0d5,1.0,MJ,0.013225647448341609,4.040963645454189e-05,2.8030305480455805e-06,2.987465066919848e-10,0.0006619068244369291,0.01215502013681659,4.457576962703449e-08,2.986709140510235e-05
Electricity - OTHF - Nevada Power Company,4ee470ea-3d57-3b9e-86f1-cd25ddd511e7,1.0,MJ,3.883710608078119e-21,2.245683004671021e-23,5.850664722169384e-25,0.0,3.277107934231769e-22,1.3209900027476594e-23,1.3209900027476594e-23,1.3209900027476594e-23
"Electricity - OIL - Associated Electric Cooperative, Inc.",d1933f7d-8c6b-352d-81db-7e9526f88ca7,1.0,MJ,0.6052143080096433,0.004287328685859218,0.0011670283663553372,7.771374243794166e-08,0.12464763062808921,0.5474780533746103,1.1733393918239967e-05,0.0016188624222687933
Electricity - SOLAR - Idaho Power Company,f72228fa-ce0a-325f-abdf-c8a6eb95964c,1.0,MJ,0.05365916835904265,0.0001551024158233704,1.267222628834254e-05,1.0930176794704177e-09,0.002599901240893994,0.04921764008771729,1.5106733164086713e-07,0.00011421436270034002
Electricity - SOLAR - Imperial Irrigation District,fea76686-82ba-357e-b378-4d07a91c2f88,1.0,MJ,0.003021932451993791,9.412551605291917e-06,6.126959418836242e-07,6.984095052527247e-11,0.00015243998726438072,0.002779689264959933,1.0716506631555803e-08,6.960708093978911e-06
Electricity - WIND - Avista Corporation,03be8b5a-8943-3734-b827-f69fb42ab9d6,1.0,MJ,0.008126452645330027,2.222931626442457e-05,1.643098587878673e-05,3.052524081680098e-12,0.00024256004624111392,0.007613005935983907,2.9829086459426306e-08,1.750902241701634e-05
Electricity - SOLAR - Duke Energy Progress East,b001e77a-2477-3133-82c5-06648c008169,1.0,MJ,0.00769562314821339,2.3134868061743986e-05,1.6825100634152964e-06,1.6855752894129254e-10,0.0003819545140044481,0.007069583746714058,2.4817490453905578e-08,1.7073222208252535e-05
Electricity - SOLAR - Southwest Power Pool,74a81b78-f973-3640-8b98-33ecf830b528,1.0,MJ,0.01146159449038809,3.314834509962862e-05,2.700076445951406e-06,2.3177938183742348e-10,0.0005543691787119692,0.010514259094475523,3.222392059346751e-08,2.4400682682804025e-05
Electricity - WIND - Public Service Company of New Mexico,5faa94f1-a42f-302a-a2ac-84fa0c664f34,1.0,MJ,0.005691846613885737,1.639196053061043e-05,5.902763521569967e-06,3.772403872010106e-12,0.00017359671011491686,0.0053187261707557856,1.4980548396731715e-08,1.2481964886399178e-05
Electricity - WIND - Salt River Project Agricultural Improvement and Power District,d66e0e2c-0522-3d30-b0e2-0d1af159bc30,1.0,MJ,0.010819585841736498,3.0307293576779856e-05,1.9964681802097355e-05,5.948860904358109e-12,0.0003280352189861819,0.010115866700000763,3.682719789215235e-08,2.3627250052824793e-05
Electricity - WIND - Public Service Company of Colorado,95019cce-e8a7-3e81-93f4-b7742b666aad,1.0,MJ,0.0063531306053193955,0.00015691658028941523,2.0486766655704805e-05,1.1322626878420243e-11,0.003653826172872115,0.005942103222919621,2.2989213878563937e-08,1.3875468995386108e-05
Electricity - WIND - PacifiCorp East,69e613fc-5f28-30cc-9b0c-30429852198c,1.0,MJ,0.0066911629176263036,1.8862523865257943e-05,1.1019749804667566e-05,3.6332776267781583e-12,0.0002037466446071903,0.006254979183857374,2.1292327648227626e-08,1.467735228495697e-05
Electricity - SOLAR - Public Service Company of New Mexico,59f3da70-f36a-3d93-93c6-84605c4e75f2,1.0,MJ,0.0029838224928622555,9.462183442315868e-06,5.770970662361995e-07,7.063146804587877e-11,0.00015209843901537907,0.002747357537455701,1.1191341345535747e-08,6.99805116173331e-06
Electricity - SOLAR - Tennessee Valley Authority,83a5a49d-64f9-3fa7-b206-f3a46579f4fa,1.0,MJ,0.015681468520874795,4.5304071730853996e-05,3.708022377912238e-06,3.2068171228913827e-10,0.000760820199554684,0.014382801984224345,4.424427071388268e-08,3.336418474266408e-05
Electricity - SOLAR - Nevada Power Company,6ce5fe5e-489b-39b5-9250-79f7a6115798,1.0,MJ,0.006789023591085211,2.1499979146252107e-05,1.3255988331651866e-06,1.6131590810464143e-10,0.0003454034459887261,0.006248408329138821,2.51520160892344e-08,1.591688366947377e-05
Electricity - OIL - Duke Energy Progress East,dacf1e78-b58d-3c90-a9f8-9abbbe4f1dd7,1.0,MJ,0.3611548938103333,0.0034690152243374893,0.0003792428724615712,1.563672568241485e-08,0.10530778148577147,0.3367431943933107,4.206922131948215e-06,0.0007649187787974665
Electricity - SOLAR - New York Independent System Operator,db15fc47-2074-34a4-9956-ea927722ee3b,1.0,MJ,0.012339010389728072,3.571815386793579e-05,2.8996193705393515e-06,2.531352352389888e-10,0.0006002573814524571,0.011320368988892654,3.539804143497134e-08,2.6279446118437006e-05
Electricity - SOLAR - Public Service Company of Colorado,581c92a4-16a3-3cb5-a67b-f8cbb1a59f43,1.0,MJ,0.007607019300194589,2.1995986452768895e-05,1.793966642507263e-06,1.5431155203043252e-10,0.000368183682331328,0.0069778554084384044,2.1394152221014972e-08,1.619425857112595e-05
Electricity - OIL - Public Service Company of New Mexico,d19fcac9-e250-3ac0-9bb0-04029268cf2d,1.0,MJ,15.008688334445688,0.04688930361238823,0.04187941362891548,3.290416824511242e-06,0.9972570537151538,13.089778853965905,0.00041145308705221016,0.05059689729248578
Electricity - WIND - Tennessee Valley Authority,7f87c929-212a-3cbe-bf37-bfa2a93bdc16,1.0,MJ,0.01377111989263607,3.905590086301229e-05,2.2827730217490868e-05,9.165784024722076e-12,0.0004221660046491517,0.012853836545579674,4.215887199277058e-08,3.035540108426571e-05
"Electricity - OIL - PJM Interconnection, LLC",8e409c75-fa69-376b-9bbf-33ef82c74140,1.0,MJ,0.4178737033149677,0.0008379298571592667,4.755043556799549e-05,7.3665672124034865e-09,0.008438929807752278,0.4010725174048119,2.869675701238569e-06,0.000562064406874945
Electricity - SOLAR - Gainesville Regional Utilities,613ebe93-0bde-3bcb-b8b5-cb14805ad17e,1.0,MJ,0.007054770049820147,2.034817115753938e-05,1.6563883094342903e-06,1.4181351557393487e-10,0.000342728300693888,0.006474748575408645,2.0234607872298345e-08,1.4949696286987464e-05
Electricity - WIND - California Independent System Operator,b54aca18-8060-3017-a5a6-5a06b1df6b2f,1.0,MJ,0.009483821464062531,2.674866576771938e-05,1.4438863815336506e-05,4.992686099986131e-12,0.00028960620295968186,0.00886510290900159,2.8030733858197793e-08,2.0859073429637965e-05
Electricity - OIL - PacifiCorp East,85490328-84e8-3100-aa28-8f6310e0836d,1.0,MJ,1.6807910616808381,0.006956106041929393,0.00429114076843781,3.270450590513223e-07,0.1712187320956286,1.4797375109212285,4.250440426891061e-05,0.005381570747835375
Electricity - SOLAR - Florida Power & Light Co.,c083b0a7-386c-3a2e-bd82-06bfa2017ea9,1.0,MJ,0.006861394314173913,2.0075802866077118e-05,1.5847893518278435e-06,1.43247226340236e-10,0.00033460798327754907,0.006296985385399306,2.02302787507856e-08,1.4761377329356762e-05
Electricity - WIND - Idaho Power Company,93519fed-0562-3171-ac3b-7ddd09c809a3,1.0,MJ,0.008730543500482238,2.441425480740443e-05,1.5015648397323478e-05,4.849784393013318e-12,0.0002654822282159185,0.008158191497438183,2.7339748243437247e-08,1.9114642344168853e-05
Electricity - OTHF - Western Area Power Administration - Rocky Mountain Region,a30d627d-eabf-3bb1-b0d1-9cafa50ea534,1.0,MJ,3.0593641517444624e-21,1.7690200877433965e-23,4.608817628597355e-25,0.0,2.5815174061971093e-22,1.0406000516137627e-23,1.0406000516137627e-23,1.0406000516137627e-23
Electricity - SOLAR - South Carolina Electric & Gas Company,65449d6f-60aa-377f-afac-02d72c16d0ad,1.0,MJ,0.3118702622939342,0.0009009159834555359,7.364825585208282e-05,6.356139319632091e-09,0.015128577818777338,0.2860719350256387,8.81452761091481e-07,0.0006632442270700824
Electricity - WIND - New York Independent System Operator,3e0a2765-24be-300a-b616-cbbef83c2ff7,1.0,MJ,0.010071350680542173,2.803193383561115e-05,1.8948698149109086e-05,4.7965072359399375e-12,0.00030447668652642455,0.00942229056254442,3.485588419402441e-08,2.1952536829335206e-05
Electricity - SOLAR - Bonneville Power Administration,33ca1950-1c42-3448-a6a2-e63c9ca17df5,1.0,MJ,0.005414559433532156,1.5641148156777138e-05,1.2764695935553698e-06,1.0985177767192491e-10,0.0002625435586448345,0.004967276824552838,1.5327442319690207e-08,1.1510020748549163e-05
Electricity - OTHF - Los Angeles Department of Water and Power,345f8bc7-16e1-3c92-a721-6be7f06d32b2,1.0,MJ,5.203423929404022e-22,3.00878254421321e-24,7.838763463717828e-26,0.0,4.390693222289227e-23,1.7698720848313e-24,1.7698720848313e-24,1.7698720848313e-24
Electricity - OTHF - Duke Energy Progress East,1135257b-dfea-32af-9de0-9b2e06dc5eb8,1.0,MJ,2.8006497507421728e-22,1.6194233252590793e-24,4.2190740632779195e-26,0.0,2.3632120014480723e-23,9.526019560347526e-25,9.526019560347526e-25,9.526019560347526e-25
Electricity - SOLAR - Western Area Power Administration - Desert Southwest Region,405d6de9-ec58-37f1-9869-9cea2ac9d131,1.0,MJ,0.014235981682631793,4.119153315262616e-05,3.3515278394305065e-06,2.8724372502208467e-10,0.0006878106874821737,0.01305939959019384,3.992652659709267e-08,3.0322484793754466e-05
"Electricity - OIL - Duke Energy Florida, Inc.",7a4523c1-7b2f-321f-8e86-93d1e7c7ff3f,1.0,MJ,0.7214073608796251,0.003154859943180806,0.0009469809788931667,6.835235525892797e-08,0.06337236637061303,0.6598937668733103,1.1728679465816473e-05,0.001793680597157946
"Electricity - WIND - Midcontinent Independent System Operator, Inc.",87580111-c165-31b4-9145-ad0a1e039b7f,1.0,MJ,0.007445065888834709,2.0782518346616062e-05,1.3235928563694846e-05,4.242023373741569e-12,0.00022644915027915984,0.006964563565618318,2.493314678181327e-08,1.6216389195569956e-05
"Electricity - WIND - Associated Electric Cooperative, Inc.",0500cdc9-aa26-3046-845c-b423dd6b8aa6,1.0,MJ,0.008013041502803174,2.2138007973936717e-05,1.5570926593938637e-05,3.6188229021263956e-12,0.0002406350583042034,0.0075006607941068655,2.8494583945591935e-08,1.735291482581757e-05
Electricity - OIL - Western Area Power Administration - Rocky Mountain Region,7988a028-371b-38e2-9238-795ca780827d,1.0,MJ,0.6466884935995014,0.00288142441444826,0.0009616388797986419,7.189348113620523e-08,0.0604976061894841,0.5910325095488465,1.1683882880551294e-05,0.0015666558334865883
Electricity - SOLAR - Western Area Power Administration - Rocky Mountain Region,6f21f09e-1be2-30d2-8b7f-609883f1087d,1.0,MJ,0.004546563618925962,1.488647083771725e-05,8.122271843156708e-07,1.1418564094500308e-10,0.00023625773228763285,0.004190950589741997,1.8588655986571604e-08,1.1035288614616842e-05
"Electricity - OIL - Puget Sound Energy, Inc.",3e7a9398-55c0-3350-bd3a-27c3018ea97c,1.0,MJ,0.38615630033901116,0.0036614435322537896,0.0003362946837805223,1.1101819797327803e-08,0.11258252395048467,0.358747924332843,4.2347473536747655e-06,0.0008905588582052177
Electricity - SOLAR - Arizona Public Service Company,e568af3b-1916-309c-98ce-b3205df5cb32,1.0,MJ,0.0030579478311831896,8.903488725764686e-06,7.115264386565206e-07,6.238945040112572e-11,0.00014826974889298547,0.002805895545952487,8.764331557230289e-09,6.556284667129617e-06
Electricity - SOLAR - Portland General Electric Company,82f2b275-2e5c-3b72-b506-115cd28c41d1,1.0,MJ,0.009906237020005303,2.8583116393229074e-05,2.3260728336277163e-06,1.990957877651411e-10,0.0004809241590279064,0.009091436314387726,2.8346572580645305e-08,2.100343274364226e-05
Electricity - WIND - Los Angeles Department of Water and Power,ac1c0ea8-6d4b-3a7e-b099-fbb201b51985,1.0,MJ,0.009272801900611177,2.6018473451390035e-05,1.7358586108226398e-05,4.6311996183088695e-12,0.0002820796172510841,0.008671217155921266,3.221823629406355e-08,2.0337842206161445e-05
Electricity - OTHF - PacifiCorp East,f2c9e2c2-a175-39a6-9da5-b1e1fa406bc4,1.0,MJ,2.2617333185628302e-21,1.3078049801213644e-23,3.4072166217397195e-25,0.0,1.9084697474527982e-22,7.692970471302144e-24,7.692970471302144e-24,7.692970471302144e-24
Electricity - OTHF - Tampa Electric Company,7175507b-becc-37d6-ba53-31538e24f9fd,1.0,MJ,2.51577286904283e-22,1.454698597745854e-24,3.789917699656699e-26,0.0,2.122830473701311e-23,8.557050574975612e-25,8.557050574975612e-25,8.557050574975612e-25
Electricity - OIL - NorthWestern Corporation,815f425f-8aed-33c5-9a8f-c36bd0c290b3,1.0,MJ,0.5855187454935469,0.005987812656563628,9.307108292325361e-05,2.1480009530497429e-10,0.050894584248366466,0.5673862712068392,3.6940088345127186e-06,0.0006104308237490865
