Taxonomy,Category,Sub-category,Flow,UUID,Location Code,Location Name,Process Type,Description,Qty,Unit,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Electricity_GWP,Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_CH4,Electricity_N2O,Electricity_Qty,Electricity_Unit,Nonrenewable Fuel Combustion (Direct)_GWP,Nonrenewable Fuel Combustion (Direct)_AP,Nonrenewable Fuel Combustion (Direct)_EP,Nonrenewable Fuel Combustion (Direct)_ODP,Nonrenewable Fuel Combustion (Direct)_POCP,Nonrenewable Fuel Combustion (Direct)_CO2,Nonrenewable Fuel Combustion (Direct)_CH4,Nonrenewable Fuel Combustion (Direct)_N2O,Nonrenewable Fuel Combustion (Direct)_Qty,Nonrenewable Fuel Combustion (Direct)_Unit,Renewable Fuel Combustion (Direct)_GWP (AR5) [kg CO2 eq],Renewable Fuel Combustion (Direct)_AP,Renewable Fuel Combustion (Direct)_EP,Renewable Fuel Combustion (Direct)_ODP,Renewable Fuel Combustion (Direct)_POCP,Renewable Fuel Combustion (Direct)_CO2,Renewable Fuel Combustion (Direct)_CH4,Renewable Fuel Combustion (Direct)_N2O,Renewable Fuel Combustion (Direct)_Qty,Renewable Fuel Combustion (Direct)_Unit,Compound/Substance Name,URL creation,PUG-REST,(text split 1),(text split 2),InChIKey,Kingdom,Superclass,Class,Subclass,Parent level 1,Parent level 2,Parent level 3,Stored Biogenic Carbon?,Biomaterial Type/Species/Category,%C (dry mass basis),Density Needed?,Density [kg/unit] (dry basis),Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential?,Accelerated Carbonation Uptake [kgCO2],GWP-total - Accelerated Carbonation Uptake [kgCO2eq]
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, extrusion, at plant",77fe2197-8861-3569-8d85-07151789b1e7,RNA,North America,LCI_RESULT,"The data set covers all relevant process steps and technologies over the supply chain of the represented cradle-to-gate inventory with a good overall data quality. The inventory is mainly based on industry data from the Aluminum Association and is completed, where necessary, by secondary data.",1,kg,6.555227767,0.037457901,0.000773635,4.41E-10,0.330299131,5.8547,0.010398,8.39E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, hot rolling, at plant",381d3e3d-29ae-3101-a95b-56a4cec08486,RNA,North America,LCI_RESULT,"The data set covers all relevant process steps and technologies over the supply chain of the represented cradle-to-gate inventory with a good overall data quality. The inventory is mainly based on industry data from the Aluminum Association and is completed, where necessary, by secondary data.",1,kg,3.921854819,0.021888406,0.000425942,2.68E-10,0.188320988,3.519,0.0059234,4.39E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, primary ingot, at plant",99963138-ddf9-3b32-9e93-69593d76cb08,RNA,North America,LCI_RESULT,"The data set covers all relevant process steps and technologies over the supply chain of the represented cradle-to-gate inventory with a good overall data quality. The inventory is mainly based on industry data from the Aluminum Association and is completed, where necessary, by secondary data.",1,kg,8.90333901,0.056442608,0.000969886,4.63E-10,0.448493412,7.8747,0.013279,9.99E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, primary, ingot, at plant, 1998",21aeedbf-933a-3570-8b9e-a44dc6fa6637,RNA,North America,UNIT_PROCESS,"Molten aluminum is discharged from a smelter into the holding and ingot casting facility. In this step, molten metal is typically combined with high quality, in-house scrap and then cast into aluminum ingots (References 6 and 7).  A melt loss occurs when dross is skimmed off the molten aluminum. Electricity for ingot casting is assumed to be produced by the same fuel mix used for aluminum smelting because smelting and ingot casting usually occur in the same facility.
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,13.7146289,0.080539591,0.002047547,9.31E-09,0.621729849,10.56957299,0.016920137,0.000188221,0.082264041,0.000664881,1.03E-05,1.65E-11,0.0052253,0.077896759,0.000138448,1.85E-06,0.76032,MJ,0.205585784,0.000387454,4.92E-05,1.56E-10,0.009717009,0.194349802,0.000377234,2.54E-06,2.850952362,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, primary, smelt, at plant",4b0fe164-84c7-31e2-a3fc-ff570cd264e1,RNA,North America,UNIT_PROCESS,"Smelting is the reduction of refined alumina to metallic aluminum by the electrolytic separation of aluminum from its oxide. The process is carried out in a long series of electrolytic cells carrying direct current. The alumina is dissolved in a molten bath of cryolite (an electrolyte) and aluminum fluoride (which increases the conductivity of the electrolyte).  These chemicals are assumed to be recovered with little or no loss, and therefore negligible inputs of these materials are assumed for this LCI. Carbon anodes carry the current to the solution, and on to the next cell. The anodes are consumed during the reaction at a rate of approximately 500 kg of material per 1,000 kg of aluminum produced. The principal products of the reaction are carbon dioxide, which is released as a gas, and elemental aluminum, which settles to the bottom of the cell and is periodically drained off.
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,13.42584908,0.079407736,0.001974016,9.13E-09,0.605784783,10.29639643,0.016404455,0.000183834,6.002314703,0.048512383,0.000754825,1.20E-09,0.381258879,5.683660284,0.010101748,0.00013503,55.476,MJ,0.054766619,0.000103214,1.97E-05,7.02E-11,0.002695673,0.052834763,5.92E-05,1.03E-06,0.700519463,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary ingot, at plant",bcc68f88-debb-3fc3-93ee-5ceadcef0b14,RNA,North America,LCI_RESULT,"The data set covers all relevant process steps and technologies over the supply chain of the represented cradle-to-gate inventory with a good overall data quality. The inventory is mainly based on industry data from the Aluminum Association and is completed, where necessary, by secondary data.",1,kg,0.674707531,0.002083039,6.85E-05,9.03E-11,0.025422314,0.63439,0.0010617,6.49E-06,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary, extruded",eb50f56e-3104-3eb1-8d18-7add74f841e7,RNA,North America,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions., 
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,2.421835665,0.005375197,0.000249983,1.75E-08,0.104029595,2.269508103,0.00483373,2.95E-05,1.165657255,0.002520114,0.000133483,1.74E-08,0.053602651,1.103096756,0.002089264,1.39E-05,7.254,MJ,0.587528569,0.000790749,4.86E-05,5.96E-11,0.025157943,0.53771664,0.001692312,9.16E-06,9.3182352,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary, ingot, at plant, 1998",f525f32d-e3e4-3434-883d-e4b224a47524,RNA,North America,UNIT_PROCESS,"In order to reduce aluminum losses and furnace emissions, scrap processing is required before the scrap is melted. Processing steps include shredding and crushing, drying and sweating, delacquering (the removal of paints and other coatings), and air knife processing (the removal of small pieces of non-aluminum materials by using bursts of air). The objectives of melting are to adjust the alloy composition, improve metal quality, and produce the metal in a form suitable for subsequent processing. Secondary aluminum furnaces are fueled by natural gas and operate at temperatures between 700 and 800 degrees Celsius. Reverberatory furnaces, which reflect heat off the furnace walls and roof, are the most common type of furnace for melting aluminum scrap and have capacities of up to 100,000 kilograms. When molten aluminum exits the furnace, it is cast into ingot; there are different sizes and shapes of ingot molds, depending on the intended use of the metal. Dross and salt cake are two byproducts of secondary aluminum furnaces. Dross is formed when molten aluminum reacts with atmospheric oxygen and moisture. The metal composition of dross varies widely, ranging from 10 to 80 percent. The metal extracted from dross is commonly used to produce remelt secondary ingot (RSI), which is a major source of feedstock for both primary and secondary aluminum producers. Salt cake is composed of the spent flux oxides and other oxides and impurities from the melt process. Air emissions from secondary aluminum production are regulated by MACT
(maximum achievable control technology) standards. Such emissions result from furnaces, scrap shredders, dryers, rotary dross coolers, delaquering kilns, and in-line fluxing chambers. Baghouses are the most common emission control devices used in secondary aluminum production. Solid waste management standards are governed by RCRA (Resource Conservation and Recovery Act). Baghouse dust is the predominant solid waste from secondary aluminum production.

Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,0.696941945,0.001151935,8.38E-05,2.01E-09,0.034342861,0.644686383,0.001764148,1.06E-05,0.126261217,0.000272973,1.45E-05,1.88E-09,0.005806111,0.119484813,0.000226304,1.51E-06,0.785736,MJ,0.532555568,0.000716762,4.40E-05,5.40E-11,0.022804002,0.487404367,0.001533968,8.30E-06,8.4463604,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary, ingot, from automotive scrap, at plant",3d53c055-f03b-381f-966e-6d61abbe88a0,RNA,North America,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions., 
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,0.972908575,0.001733486,0.000114494,5.88E-09,0.046904016,0.905293264,0.002278041,1.40E-05,0.386396579,0.000835377,4.42E-05,5.76E-09,0.017768414,0.365658783,0.000692557,4.62E-06,2.404584,MJ,0.549113998,0.000739047,4.54E-05,5.57E-11,0.023513033,0.502558938,0.001581663,8.56E-06,8.708978,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary, ingot, from beverage cans, at plant",9cc8fafa-e232-3d86-a473-6b5d04431999,RNA,North America,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions., 
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,0.972908575,0.001733486,0.000114494,5.88E-09,0.046904016,0.905293264,0.002278041,1.40E-05,0.386396579,0.000835377,4.42E-05,5.76E-09,0.017768414,0.365658783,0.000692557,4.62E-06,2.404584,MJ,0.549113998,0.000739047,4.54E-05,5.57E-11,0.023513033,0.502558938,0.001581663,8.56E-06,8.708978,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary, rolled",3f888c9f-35e2-3162-bc14-49700cff888c,RNA,North America,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions., 
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,2.444037868,0.018615327,0.001085357,1.90E-08,0.573353444,2.29537701,0.004706016,2.91E-05,1.266892997,0.002738983,0.000145076,1.89E-08,0.058257968,1.198899204,0.002270713,1.52E-05,7.884,MJ,0.480194462,0.000646289,3.97E-05,4.87E-11,0.020561902,0.439482548,0.001383148,7.48E-06,7.6159104,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, secondary, shape casted",a9fd0eec-60dd-3506-8a22-6f8715f80f4e,RNA,North America,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions., 
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,2.527528762,0.004939992,0.000236824,7.38E-09,0.106591593,2.344617528,0.005898917,3.37E-05,0.478295493,0.00103406,5.48E-05,7.13E-09,0.021994378,0.452625508,0.000857272,5.72E-06,2.97648,MJ,1.388493326,0.00186876,0.000114808,1.41E-10,0.059455212,1.27077389,0.003999403,2.16E-05,22.02158,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Aluminum, sheet, coated, at plant",0f02f4bf-055b-35ff-ac40-1a21be06165f,RNA,North America,UNIT_PROCESS,"The coil coating process includes all known cradle-to-gate processes necessary for the treatment of metallic sheets. This process includes aluminum sheet as the metal feedstock.  Raw materials include all known pre-treatments, cleaners, paints, and packaging materials to protect the finished sheets--as well as inbound transport.  Manufacturing processes require electricity, heat from natural gas, and process water.  Air and water emissions are captured in the output of the process.",1,kg,4.824189617,0.029105613,0.000599291,2.08E-09,0.258561395,4.303065002,0.007136899,5.31E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,Aluminum,#N/A,#N/A,#N/A,#N/A,XAGFODPZIPBFFR-UHFFFAOYSA-N,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,,Homogeneous post-transition metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",31-33: Manufacturing,"3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","Ammonia, steam reforming, liquid, at plant",33f08f48-349e-31f1-b600-aa7e9713ca50,RNA,North America,UNIT_PROCESS,"Mass imbalance is due to unavailability of the weight of water inputs to production. Complete inventory data and metadata are available in full in the final report and appendices, Cradle-to-Gate Life Cycle Inventory of Nine Plastic Resins and Four Polyurethane Precursors. This report has been extensively reviewed within Franklin Associates and has undergone partial critical review by ACC Plastics Division members and is available at: www.americanchemistry.com. Quantities may vary slightly between the reference to main source and and this module due to rounding.  Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process.  Please email comments to lci@nrel.gov.",1,kg,0.694524745,0.00328212,0.000260846,1.32E-09,0.041199471,0.589203604,0.003693722,7.05E-06,0.080982809,0.000175082,9.27E-06,1.21E-09,0.003723988,0.076636484,0.000145149,9.69E-07,0.503964,MJ,0.344400554,0.000463526,2.85E-05,3.49E-11,0.014747214,0.315201538,0.000992008,5.37E-06,5.4622116,MJ,0,0,0,0,0,0,0,0,0,MJ,Ammonia,#N/A,#N/A,#N/A,#N/A,QGZKDVFQNNGYKY-UHFFFAOYSA-N,Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,,Homogeneous other non-metal compounds,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3251: Basic Chemical Manufacturing,31-33: Manufacturing,3251: Basic Chemical Manufacturing,Aniline; at plant,363e9105-a6ea-356e-a537-06c9facf5b14,RNA,North America,UNIT_PROCESS,"The functional unit for this model is one kilogram of aniline. This aniline dataset includes nitrobenzene production and has been aggregated with incoming nitric acid LCI data. The technical scope includes the gate-to-gate production of nitric acid, nitrobenzene, and aniline. The system boundary includes incoming transport, manufacturing, and disposal of process wastes. The aniline dataset represented in this model includes data for nitric acid to conceal the confidential data of a provider company. Steam/heat is produced as a coproduct during this process, so system expansion is used for this recovered energy, which is shown as natural gas as an avoided product. Aniline is formed by the hydrogenation of nitrobenzene in the presence of a copper-chromium or copper-silica catalyst. The aniline producers who provided data for this module verified that the characteristics of their plants are representative of a majority of North American aniline production. The captured aniline production amount is approximately 71 percent of the aniline production in the U.S. in 2015.  ",1,kg,1.864378393,0.004792974,0.00161687,8.59E-09,0.126556354,1.682769743,0.003381403,0.000327653,0.10674466,0.000209288,1.14E-05,1.20E-09,0.004825296,0.100196372,0.000219977,1.37E-06,0.7056,MJ,-0.27794507,-0.000374084,-2.30E-05,-2.82E-11,-0.011901593,-0.254380293,-0.00080059,-4.33E-06,-4.408224,MJ,0,0,0,0,0,0,0,0,0,MJ,Aniline,#N/A,#N/A,#N/A,#N/A,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3313: Alumina and Aluminum Production and Processing,31-33: Manufacturing,3313: Alumina and Aluminum Production and Processing,"Anode, at plant",caefe875-8560-3e7f-a8b7-a002485f75d6,RNA,North America,UNIT_PROCESS,"The two types of aluminum smelting technologies are distinguished by the type of anode that is used in the reduction process: soderberg and prebake. Soderberg design has a single anode that covers most of the top surface of a reduction cell (pot). Anode paste (briquettes) is fed to the top of the anode and as the anode is consumed in the process, the paste feeds downward by gravity. Heat from the pot bakes the paste into a monolithic mass before it gets to the electrolytic bath interface. The prebake design has prefired blocks of solid carbon suspended from axial busbars. The busbars both hold the anodes in place and carry the current for electrolysis. The process for making the aggregate for briquettes or prebake blocks is identical. Coke is calcined, ground and blended with pitch to form a paste that is subsequently extruded into blocks or briquettes and allowed to cool. While the briquettes are sent direct to the pots for consumption, the blocks are then sent to a separate baking furnace. Baking furnace technology has evolved from simple pits that discharged volatiles to atmosphere during the baking cycle to closed loop type designs that convert the caloric heat of the volatile into a process fuel that reduces energy consumption for the process.
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,1.31723753,0.008427011,0.000677124,5.46E-09,0.065037953,1.181745798,0.004757454,8.33E-06,0.15431798,0.000333631,1.77E-05,2.30E-09,0.007096299,0.146035777,0.000276592,1.85E-06,0.960336,MJ,0.261905638,0.000381963,3.10E-05,6.60E-11,0.011471349,0.241468321,0.000692307,3.97E-06,4.038071556,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","21: Mining, Quarrying, and Oil and Gas Extraction",2121: Coal Mining,"Anthracite coal, at mine",de182d9f-35b5-333a-8012-445b93549447,RNA,North America,UNIT_PROCESS,"This cradle to gate unit process is for 1 kilogram of anthracite coal extraction in the Appalachian Region of the United States, mainly Pennsylvania (small amount from Arkansas). Data were collected from 1991-2002 from various literature secondary sources. An unknown allocation type was used for this dataset. The system boundary of this dataset includes anthracite coal extraction and processing and system boundary exclusions are unknown. The following technology was used: surface/strip mining and underground mining. This metadata was populated based on a 2004 module report. Please reach out to USLCI@erg.com for more information.",1,kg,0.680459481,0.010595763,8.28E-05,2.79E-10,0.039258887,0.625675185,0.001951817,4.85E-07,0.012263987,2.65E-05,1.40E-06,1.83E-10,0.000563958,0.011605782,2.20E-05,1.47E-07,0.07632,MJ,0.623675494,0.010569249,8.14E-05,9.62E-11,0.038557732,0.614069403,0.000339835,3.38E-07,5.056881149,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2213: Water, Sewage and Other Systems",22: Utilities,"2213: Water, Sewage and Other Systems","Anthracite coal, combusted in industrial boiler",27e8fce4-a5c1-37af-84b9-763582a5ca3e,RNA,North America,UNIT_PROCESS,"This cradle to gate unit process is for the combustion of 1 kilogram of anthracite coal in industrial boilers in the US. Data were collected from 1997-2003 from industry and EPA sources. Data for ash and sulfur content for anthracite coal used by industry boilers were assumed to be the same as and collected from utility boiler data. Air and water emissions were calculated from EPA sources. An unknown allocation type was used for this dataset. The system boundary of this dataset includes incoming coal and transport, solid waste disposal, and air and water emissions and system boundary exclusions are unknown. The following technology was used: a mix of stoker boilers (70%), fluidized bed combustion boilers (20%), and pulverized coal boilers (10%). This metadata was populated based on a 2004 module report. Please reach out to USLCI@erg.com for more information.",1,kg,3.557597905,0.061959798,0.000423168,3.56E-10,0.22121293,3.501894302,0.001976941,1.30E-06,0,0,0,0,0,0,0,0,0,N/A,3.557597905,0.061959798,0.000423168,3.56E-10,0.22121293,3.501894302,0.001976941,1.30E-06,28.49,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
