Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP (AR5),electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP (AR5),nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP (AR5),renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Northwest - FERC,081c824a-a8a4-3958-8e6e-1bf18e1841f2,,UNIT_PROCESS,Electricity consumption mix using power plants in the Northwest region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.11603730565110625,0.00020791883360709093,1.2026329607372091e-05,1.9397934406117104e-09,0.005024419264413386,0.11142991718279022,0.0001494746956519729,1.5041335625336766e-06,0.11603730565110625,0.00020791883360709093,1.2026329607372091e-05,1.9397934406117104e-09,0.005024419264413386,0.11142991718279022,0.0001494746956519729,1.5041335625336766e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Southern Appalachia, BIT, Underground",d0af00d8-c73b-3285-b913-4547f1acfd39,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.674058638749839,0.00043096330669414873,2.3388459908525204e-05,8.275621654755822e-10,0.008724563819440251,0.07292853904837951,0.02146058413059953,8.05004206111246e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,31412f1f-a359-397f-b886-6b42547c7a63,,UNIT_PROCESS,Electricity generation mix in the Western Area Power Administration - Rocky Mountain Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.26726363534652164,0.0003532769742293517,1.6397704386152646e-05,4.2625751374129614e-09,0.007143884516876994,0.26108395915577376,0.00018144722090844526,4.002821736442645e-06,0.26726363534652164,0.0003532769742293517,1.6397704386152646e-05,4.2625751374129614e-09,0.007143884516876994,0.26108395915577376,0.00018144722090844526,4.002821736442645e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Import, BIT, Surface",730249bf-d0fe-310b-a11c-fe79540aca49,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,07802327-0d38-3d14-a4b0-c71554da61d4,,UNIT_PROCESS,Electricity consumption mix using power plants in the Public Service Company of Colorado region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.1714560921908747,0.00027352594447946485,1.812233149045233e-05,2.729359762999752e-09,0.006286672714831378,0.16511308554221102,0.00020508259220898165,2.117223215856075e-06,0.1714560921908747,0.00027352594447946485,1.812233149045233e-05,2.729359762999752e-09,0.006286672714831378,0.16511308554221102,0.00020508259220898165,2.117223215856075e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,163650de-0ebd-3f9b-b7f0-338701161e8b,,UNIT_PROCESS,Electricity consumption mix using power plants in the Western Area Power Administration - Desert Southwest Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.11216214671554343,0.0002091015993032987,1.237100222337215e-05,1.5666126235678505e-09,0.0059558955042594295,0.10539632239614659,0.00022833933949389617,1.3183444302262893e-06,0.11216214671554343,0.0002091015993032987,1.237100222337215e-05,1.5666126235678505e-09,0.0059558955042594295,0.10539632239614659,0.00022833933949389617,1.3183444302262893e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA",337fc42a-81b5-3d8b-b98f-614d417bc11f,,UNIT_PROCESS,"Electricity distribution to end user in the City of Tacoma, Department of Public Utilities, Light Division region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.06470985823763585,0.00014313454686196397,3.3671607411769697e-06,2.173853728579494e-10,0.0013837519176502248,0.0635768127507202,2.4984348053368973e-05,1.617223466020051e-06,0.06470985823763585,0.00014313454686196397,3.3671607411769697e-06,2.173853728579494e-10,0.0013837519176502248,0.0635768127507202,2.4984348053368973e-05,1.617223466020051e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Nevada Power Company,361f5570-a044-3779-9dad-d57a1f97313a,,UNIT_PROCESS,Electricity generation mix in the Nevada Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.14590453977679027,0.00025955511063206944,1.6553500250999078e-05,5.31766801051479e-10,0.011582429187413246,0.13320962699689587,0.00044559426669029415,7.483340369317477e-07,0.14590453977679027,0.00025955511063206944,1.6553500250999078e-05,5.31766801051479e-10,0.011582429187413246,0.13320962699689587,0.00044559426669029415,7.483340369317477e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Powder River Basin, SUB, Surface",803c1666-7b66-305d-93f8-5ce0090467ea,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.031540082140483705,0.00024420102730032844,1.468763899330563e-05,6.913299100680943e-11,0.00546022757324145,0.013135922634612707,0.0006559624273745671,1.3300069492272764e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,026104f5-0d33-34d3-acf3-d92e6035156f,,UNIT_PROCESS,Electricity distribution to end user in the Los Angeles Department of Water and Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.15921933454033887,0.00025667989885272565,1.6058340498906056e-05,2.1890521800353204e-09,0.007280385691073984,0.15020880875714213,0.0003041600403244124,1.7499814602220783e-06,0.15921933454033887,0.00025667989885272565,1.6058340498906056e-05,2.1890521800353204e-09,0.007280385691073984,0.15020880875714213,0.0003041600403244124,1.7499814602220783e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - ISO-NE - FERC,13ef9dff-c849-324e-a964-25fe48907c8c,,UNIT_PROCESS,Electricity distribution to end user in the ISO-NE region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.10974912494372127,0.00018611719138983968,1.564964026116976e-05,1.8713115105078167e-09,0.005131344526770555,0.1045097902560081,0.0001697996396556882,1.63086254817213e-06,0.10974912494372127,0.00018611719138983968,1.564964026116976e-05,1.8713115105078167e-09,0.005131344526770555,0.1045097902560081,0.0001697996396556882,1.63086254817213e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Western Area Power Administration - Upper Great Plains West - BA,2ef4fd99-1137-3f5d-b3d6-fbe1930b2d7d,,UNIT_PROCESS,Electricity consumption mix using power plants in the Western Area Power Administration - Upper Great Plains West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.048790176389081646,8.357034203956333e-05,3.875715800840344e-06,1.0125095102155099e-09,0.0013263489372514342,0.047790687877468575,2.9092268180726567e-05,6.624381221579472e-07,0.048790176389081646,8.357034203956333e-05,3.875715800840344e-06,1.0125095102155099e-09,0.0013263489372514342,0.047790687877468575,2.9092268180726567e-05,6.624381221579472e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - West/Northwest, SUB, Surface",7c3d2fbe-e2bb-3f9d-b15f-ed66446c8661,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.029905892790702413,0.000246389144735545,1.4828325101218269e-05,7.133328250323486e-11,0.005523496958620653,0.014757123105313217,0.0005395248189932318,1.5100078897242002e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - SPP - FERC,37733d38-be37-32eb-a6ad-4f119294136f,,UNIT_PROCESS,Electricity distribution to end user in the SPP region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.1933539626172948,0.00044942547162359466,2.0504302670142048e-05,4.137491628437939e-09,0.007440354755637832,0.1864856680279914,0.00021985076556809937,2.526629980164516e-06,0.1933539626172948,0.00044942547162359466,2.0504302670142048e-05,4.137491628437939e-09,0.007440354755637832,0.1864856680279914,0.00021985076556809937,2.526629980164516e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Gulf Lignite, LIG, Surface",7ec3e381-1af5-3d9b-8483-a4bf89364c78,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.03352656547478596,0.0004020229829040414,2.193454242438424e-05,1.0149252368393138e-10,0.007905278231637496,0.02257962397753306,0.00038915203330210107,1.8200095094689037e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - PacifiCorp West,4d876875-2171-34f2-b75a-494fcfc60ad1,,UNIT_PROCESS,Electricity generation mix in the PacifiCorp West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.08149113473358009,0.00012304569308302642,1.0333978669259879e-05,4.741875279800841e-10,0.0039647577820329785,0.07565163500485751,0.0001998618179543246,8.740903962589959e-07,0.08149113473358009,0.00012304569308302642,1.0333978669259879e-05,4.741875279800841e-10,0.0039647577820329785,0.07565163500485751,0.0001998618179543246,8.740903962589959e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at user; consumption mix - Puget Sound Energy, Inc. - BA",2789aa03-b05c-3374-9aaa-12d1a20a6a55,,UNIT_PROCESS,"Electricity distribution to end user in the Puget Sound Energy, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.0920630309909556,0.00018893324282892837,1.692148980239111e-05,3.659032001578025e-10,0.005671848645369017,0.08742366288259204,0.00015582943427971927,9.458931541563519e-07,0.0920630309909556,0.00018893324282892837,1.692148980239111e-05,3.659032001578025e-10,0.005671848645369017,0.08742366288259204,0.00015582943427971927,9.458931541563519e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Tucson Electric Power - BA,34b70fb7-6d4a-3eae-99dc-9a3b4b4624df,,UNIT_PROCESS,Electricity distribution to end user in the Tucson Electric Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.25041844801943225,0.00042865308602087286,2.0142556191979142e-05,5.9305072466814535e-09,0.008196305246893472,0.24259124658680747,0.00023947720959676462,3.6946530999028424e-06,0.25041844801943225,0.00042865308602087286,2.0142556191979142e-05,5.9305072466814535e-09,0.008196305246893472,0.24259124658680747,0.00023947720959676462,3.6946530999028424e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at user; consumption mix - Homestead, City of - BA",158d45f2-00fb-38c0-be2c-fb7e620ab533,,UNIT_PROCESS,"Electricity distribution to end user in the Homestead, City of region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.4256285163124756,0.005431351846074287,0.0004026464113068355,5.403697428000654e-09,0.18849914642343735,0.3838837897349933,0.001447798432902898,2.1091832623009967e-06,0.4256285163124756,0.005431351846074287,0.0004026464113068355,5.403697428000654e-09,0.18849914642343735,0.3838837897349933,0.001447798432902898,2.1091832623009967e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Rocky Mountain, WC, Surface",a97a6abc-c800-3526-aa08-67506250d0b2,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.09798236757599879,0.0002569452640804174,1.5311616485770916e-05,5.328994902508844e-10,0.005891093574363105,0.04067219053713929,0.002041645625138419,5.090478937143139e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - ISO-NE,0221b6ad-ae8c-3e0c-9955-5084e96978de,,UNIT_PROCESS,Electricity generation mix in the ISO-NE region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.11775293559239917,0.00019830188250040203,1.528717738826403e-05,1.988894989267085e-09,0.005516943275583972,0.11218116515607501,0.00018039503230628568,1.7615864230487296e-06,0.11775293559239917,0.00019830188250040203,1.528717738826403e-05,1.988894989267085e-09,0.005516943275583972,0.11218116515607501,0.00018039503230628568,1.7615864230487296e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,43339837-bedc-3558-b59c-b30703897bd4,,UNIT_PROCESS,Electricity distribution to end user in the Ohio Valley Electric Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.34097219497971604,0.0006648345057722411,2.6249437683545747e-05,7.0662057787984415e-09,0.01208153597309467,0.3141477246254558,0.0009060521595367121,5.263676697176571e-06,0.34097219497971604,0.0006648345057722411,2.6249437683545747e-05,7.0662057787984415e-09,0.01208153597309467,0.3141477246254558,0.0009060521595367121,5.263676697176571e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Northern Appalachia, WC, Underground",f29030e5-f681-31ae-9be8-d47f905cb0cb,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.38465134102971343,0.00041737985285164857,2.179370321739298e-05,7.112848850568251e-10,0.007771041046712516,0.06408554107665053,0.011440218585348718,8.198030941116683e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Central Appalachia, BIT, Processing",de122d83-123a-331e-85bc-bc14026410c6,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Central Appalachia, BIT, Underground",9d6b2b16-a64e-3eb4-9033-926458e9de08,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.31073433405295736,0.00042655381458474805,2.2155698093622975e-05,7.747223156897125e-10,0.00783163544626286,0.06751451976036904,0.00867721833808067,8.810046032099476e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Public Utility District No. 1 of Chelan County - BA,4a1816ca-5263-383b-bfbe-beec1acbb9c2,,UNIT_PROCESS,Electricity distribution to end user in the Public Utility District No. 1 of Chelan County region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.010481596881728006,2.0498052565091324e-05,1.8360038686774342e-06,3.9673335203203473e-11,0.0006153984100021847,0.009967339346965434,1.7296410761025683e-05,1.026160766556528e-07,0.010481596881728006,2.0498052565091324e-05,1.8360038686774342e-06,3.9673335203203473e-11,0.0006153984100021847,0.009967339346965434,1.7296410761025683e-05,1.026160766556528e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Tucson Electric Power,55ee15a2-f929-3acf-bc1d-bdd78ac08efe,,UNIT_PROCESS,Electricity generation mix in the Tucson Electric Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.2715514469431351,0.0004608269935714375,2.1059447565621032e-05,6.685757725506636e-09,0.008353785898098876,0.2638258992195454,0.00023137879122626362,4.085117036307792e-06,0.2715514469431351,0.0004608269935714375,2.1059447565621032e-05,6.685757725506636e-09,0.008353785898098876,0.2638258992195454,0.00023137879122626362,4.085117036307792e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining","coal extraction and processing - Rocky Mountain, SUB, Surface",cb25401d-5b32-347e-a964-d7ceb49c35cc,,LCI_RESULT,"The cradle-to-gate inventory for production of coal aggregated to basin, mine type, and coal type groups. For coal extraction there are two major processes that form the basis of the coal life cycle model - underground and surface coal mining. These are connected to auxiliary processes that provide inventories from things like coal mine methane emissions, water use, water emissions, etc. All processes use parameters that allow some differentiation based on region or coal type. Details on the coal modeling can be found in the NETL Coal Baseline report to be published in the near future: netl.doe.gov/LCA This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,kg,0.03635580692777553,0.000244556429831491,1.472067160370544e-05,7.806384915014687e-11,0.0054824002442295785,0.013802451117194447,0.0008040592011736371,1.410007367225909e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - New York Independent System Operator - BA,3aed3164-bbec-3d54-a483-508a7765a9fd,,UNIT_PROCESS,Electricity consumption mix using power plants in the New York Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.08446317240197757,0.00018479715618025297,1.4053296662009819e-05,2.5808591959957893e-10,0.004907617641509425,0.07961269759422918,0.0001651708446637651,6.907080025235653e-07,0.08446317240197757,0.00018479715618025297,1.4053296662009819e-05,2.5808591959957893e-10,0.004907617641509425,0.07961269759422918,0.0001651708446637651,6.907080025235653e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Public Service Company of Colorado - BA,4537d7cd-1dbf-37b5-a4c6-1a1f2c19a1de,,UNIT_PROCESS,Electricity distribution to end user in the Public Service Company of Colorado region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.17987629454653492,0.0002869587935116018,1.901231852069495e-05,2.8633985201660485e-09,0.006595410979691387,0.17322178307560115,0.00021515419073871238,2.221199969798205e-06,0.17987629454653492,0.0002869587935116018,1.901231852069495e-05,2.8633985201660485e-09,0.006595410979691387,0.17322178307560115,0.00021515419073871238,2.221199969798205e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,28382a88-b2b2-3cfe-985e-659290858e70,,UNIT_PROCESS,Electricity consumption mix using power plants in the Duke Energy Carolinas region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.09758140600585438,0.0001616615510608803,1.1222837148609893e-05,1.323962504317194e-09,0.0035131570502533894,0.09291230821639941,0.0001527546320407857,1.2108794178243093e-06,0.09758140600585438,0.0001616615510608803,1.1222837148609893e-05,1.323962504317194e-09,0.0035131570502533894,0.09291230821639941,0.0001527546320407857,1.2108794178243093e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
