Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, diesel powered, Central",7e58b660-7134-34da-a89f-cb6d2b81ba59,RNA,UNIT_PROCESS,"This dataset represents the Central U.S. (KY, IL, IN, MO, OH, TN, WV (Reference 10)) average airborne emissions for operating a diesel powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.12701332297985835,0.001111436298064367,0.00012667818301929793,2.780774951391064e-10,0.03876248704835538,0.12644729267358334,1.552364345271035e-05,4.883956326145367e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Aluminum recovery, transport, to plant",d20197e1-967f-35cb-95c1-0dbde806c367,RNA,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions.,  Important note: although most of the data in the US LCI database has  undergone some sort of review, the database as a whole has not yet  undergone a formal validation process. Please email comments to lci@nrel.gov.",1.0,kg,0.03264954778898554,5.208505518535077e-05,1.7131686457890316e-05,6.395786605454213e-11,0.0017871488668050547,0.03169709788934665,3.3860069389213946e-06,3.23489515720883e-06,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Asphalt Mixture_Parameterized/EPD Based System Processes,WCS Sand; Vulcan Materials,586788ff-7f00-4470-9cc2-4be5898f9075,,LCI_RESULT,"Data retrieved from:
McEwan, Laurel (2016). Environmental Product Delcaration for Concrete Aggregate Products.
Link: https://www.vulcanmaterials.com/docs/default-source/default-document-library/pleasanton-epd_final",1.0,kg,0.004890587159999999,4e-05,1.50118105922054e-06,1.26e-10,0.00069,0.004889999999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, diesel powered, Northeast region",7ac14cbe-026f-3e50-9e49-831fbc193e4b,RNA,UNIT_PROCESS,"This dataset represents the Northeast U.S. average airborne emissions for operating a diesel powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.12843145374021997,0.001144044111980472,0.00012937491083598053,2.8120471335708637e-10,0.03990566937880241,0.12785540206677024,1.5754278738370742e-05,5.017606268042473e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
48-49: Transportation and Warehousing/4859: Other Transit and Ground Passenger Transportation,"Transport, passenger truck, gasoline powered",77b42094-983d-38b5-bb10-90ae9b5f598c,RNA,UNIT_PROCESS,"This dataset represents the U.S. average airborne emissions for operating a gasoline powered passenger truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,p*km,0.23168436397185255,0.0008881474840265185,0.0001554423321738897,4.915751144125657e-10,0.03134095936401568,0.22704771019899123,4.355778304264609e-05,1.288146883405353e-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
CDD to USLCI,Bridge_CDD_to_USLCI_barge,a8f64a77-f506-4b2d-bf3b-de9d5706d9bc,,UNIT_PROCESS,This process links an input in a CDD process to a provider from USLCI,1.0,t*km,0.017995562203794408,8.958434370910949e-05,1.9030000129973624e-05,6.438230116132549e-11,0.0028713108618534065,0.017814498816352765,3.160734342069224e-06,3.477999002361615e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, diesel powered, South",305caade-c895-33b0-90d7-4641bcf4741e,RNA,UNIT_PROCESS,"This dataset represents the South U.S. (AR, LA, KS, MS, OK, TX (Reference 10)) average airborne emissions for operating a diesel powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.12901361959780258,0.0010637295997307677,0.00012455647266725313,2.8250002627082473e-10,0.03709010045184478,0.12844107474615477,1.570501881233774e-05,4.93697997958543e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, gasoline powered",53ffa5d2-4622-30c8-8135-e1eac2d0b268,RNA,UNIT_PROCESS,"This dataset represents the U.S. average airborne emissions for operating a gasoline powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.11866679741827535,0.0005541612684317838,8.64337899751382e-05,2.544336911610547e-10,0.019780503318879004,0.11751785874062537,1.689650805447995e-05,2.543594444173255e-06,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Mixed recyclables, at collection, dropoff center",d04ff0ad-5535-353e-aabc-27b89137bc92,US,UNIT_PROCESS,"This attributional unit process LCI represents the estimated fuel use (transport requirements) per unit weight (or volume) of mixed household recyclables to a dropoff center. The LCI study was conducted by Franklin Associates, Ltd. and sponsored jointly by NAPCOR, the American Chemistry Council (ACC), the Association of Postconsumer Plastic Recyclers (APR), and the PET Resin Association (PETRA). Using life cycle inventory (LCI) methodology, the study determines and quantifies the energy requirements, solid wastes, and atmospheric and waterborne emissions for the processes required to collect postconsumer PET and HDPE packaging, sort and separate the material, and reprocess it into clean recycled resin.

Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1.0,kg,0.18079338296537778,0.0005223654942333834,0.00010975004046759906,3.8264355469424556e-10,0.017851325181082345,0.17848585562607283,2.8220917219897782e-05,5.715535969033299e-06,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
48-49: Transportation and Warehousing/4869: Other Pipeline Transportation,"Transport, pipeline, unspecified petroleum products",0855376f-1ec5-3f3e-bead-959c932539b7,RNA,UNIT_PROCESS,"Complete inventory data and metadata are available in full in the final report and appendices, Cradle-to-Gate Life Cycle Inventory of Nine Plastic Resins and Four Polyurethane Precursors. This report has been extensively reviewed within Franklin Associates and has undergone partial critical review by ACC Plastics Division members and is available at: www.americanchemistry.com. Quantities may vary slightly between the reference to main source and and this module due to rounding. Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process.  Please email comments to lci@nrel.gov.",1.0,t*km,0.0070335876359748,1.442305757516527e-05,1.2449946026661373e-06,1.3139797187662069e-10,0.00033114548333814113,0.0065568610949027235,1.6219599753480683e-05,7.500938059662692e-08,0.007033587635974798,1.442305757516527e-05,1.2449946026661375e-06,1.313979718766207e-10,0.0003311454833381412,0.006556861094902721,1.6219599753480683e-05,7.500938059662694e-08,0.05364,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5629: Remediation and Other Waste Management Services,"Mixed recyclables, sorted, at material recycling facility (MRF)",b5c35450-2b29-3f72-b6bf-1836a9d55100,US,UNIT_PROCESS,"This attributional unit process LCI represents the incoming transport of collected mixed recyclables to the material recycling facility (MRF) and energy requirements for the subsequent sorting and separation of recyclable materials; i.e., the sorting of plastics from other co-collected recovered materials (such as paper, steel, and aluminum), and separating mixed plastics into individual resins. The LCI study was conducted by Franklin Associates, Ltd. and sponsored jointly by NAPCOR, the American Chemistry Council (ACC), the Association of Postconsumer Plastic Recyclers (APR), and the PET Resin Association (PETRA). Using life cycle inventory (LCI) methodology, the study determines and quantifies the energy requirements, solid wastes, and atmospheric and waterborne emissions for the processes required to collect postconsumer PET and HDPE packaging, sort and separate the material, and reprocess it into clean recycled resin.

Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1.0,kg,0.10139113400699683,0.0001953846167895699,5.2375546436373735e-05,3.3002334657049274e-10,0.0064974443013207,0.09886969853142885,3.040541894217776e-05,6.286572691314086e-06,0.007552845783597103,1.5487847060580155e-05,1.3369069558831009e-06,1.4109849329033095e-10,0.00035559246532954785,0.007040924665667352,1.741701986950946e-05,8.054698587557256e-08,0.057600000000000005,MJ,0.011448480341322991,1.2734885970867561e-05,5.623435195862165e-06,2.2589883847911555e-11,0.00041607509015086053,0.011313818406665559,1.6421778704193852e-06,3.3408764796755354e-07,0.13414552,MJ,0,0,0,0,0,0,0,0,0,MJ
Asphalt Mixture_Parameterized/Other Processes,Production of Aggregate,2f80a5d6-3aeb-4a11-bd9b-0d27c372928d,,UNIT_PROCESS,,1.0,kg,0.0039174591587130755,8.63067645926423e-06,1.6000510867682588e-06,1.9313705818510392e-11,0.0002052969209382265,0.0038204732758949957,3.1255314696179013e-06,3.4521042562645125e-08,0.0009452742616873892,3.2128545533082115e-06,1.570055603806343e-07,1.3905493638360385e-11,4.799589047529511e-05,0.0008843293543501121,2.0476427694987467e-06,1.2547999284584727e-08,0.006593641835137459,MJ,0.002972184897025687,5.417821905956014e-06,1.4430455263876245e-06,5.408212180149994e-12,0.00015730103046293148,0.002936143921544882,1.0778887001191553e-06,2.1973043278060377e-08,0.03492701854979166,MJ,0,0,0,0,0,0,0,0,0,MJ
48-49: Transportation and Warehousing/4854: School and Employee Bus Transportation,"Transport, school bus, diesel powered, West",ed7627f8-4d2e-3c59-b61e-b1cc6a37f6a9,RNA,UNIT_PROCESS,"This dataset represents the Western U.S. (CA, NV (Reference 10)) average airborne emissions for operating a diesel powered school bus. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,p*km,0.015057822485450399,0.00014217110838884658,1.5674920839262524e-05,3.292875002453982e-11,0.0049761311398840765,0.014970901423286758,2.128490755416512e-06,1.0223843893907239e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
