USZIP,County,City,State,State_Code
78102,Bee,Beeville,Texas,TX
24714,Mercer,Beeson,West virginia,WV
37305,Grundy,Beersheba spring,Tennessee,TN
68716,Cuming,Beemer,Nebraska,NE
67518,Ness,Beeler,Kansas,KS
72014,Jackson,Beedeville,Arkansas,AR
42323,Muhlenberg,Beechmont,Kentucky,KY
37018,Coffee,Beechgrove,Tennessee,TN
5902,Essex,Beecher falls,Vermont,VT
62414,Effingham,Beecher city,Illinois,IL
60401,Will,Beecher,Illinois,IL
29841,Aiken,Beech island,South carolina,SC
29842,Aiken,Beech island,South carolina,SC
46107,Marion,Beech grove,Indiana,IN
72412,Greene,Beech grove,Arkansas,AR
16822,Clinton,Beech creek,Pennsylvania,PA
42321,Muhlenberg,Beech creek,Kentucky,KY
26030,Brooke,Beech bottom,West virginia,WV
38313,Madison,Beech bluff,Tennessee,TN
3223,Grafton,Beebe river,New hampshire,NH
72012,White,Beebe,Arkansas,AR
42207,Edmonson,Bee spring,Kentucky,KY
76525,Coryell,Bee house,Texas,TX
72013,Van Buren,Bee branch,Arkansas,AR
24217,Dickenson,Bee,Virginia,VA
68314,Seward,Bee,Nebraska,NE
81411,Montrose,Bedrock,Colorado,CO
7921,Somerset,Bedminster,New jersey,NJ
60638,Cook,Bedford park,Illinois,IL
10507,Westchester,Bedford hills,New york,NY
1730,Middlesex,Bedford,Massachusetts,MA
3110,Hillsborough,Bedford,New hampshire,NH
10506,Westchester,Bedford,New york,NY
15522,Bedford,Bedford,Pennsylvania,PA
24523,Bedford,Bedford,Virginia,VA
40006,Trimble,Bedford,Kentucky,KY
44146,Cuyahoga,Bedford,Ohio,OH
47421,Lawrence,Bedford,Indiana,IN
50833,Taylor,Bedford,Iowa,IA
76021,Tarrant,Bedford,Texas,TX
76022,Tarrant,Bedford,Texas,TX
83112,Lincoln,Bedford,Wyoming,WY
75631,Panola,Beckville,Texas,TX
25801,Raleigh,Beckley,West virginia,WV
1223,Berkshire,Becket,Massachusetts,MA
55308,Sherburne,Becker,Minnesota,MN
62219,Clinton,Beckemeyer,Illinois,IL
19505,Berks,Bechtelsville,Pennsylvania,PA
16616,Clearfield,Beccaria,Pennsylvania,PA
60912,Iroquois,Beaverville,Illinois,IL
17813,Snyder,Beavertown,Pennsylvania,PA
35544,Lamar,Beaverton,Alabama,AL
48612,Gladwin,Beaverton,Michigan,MI
97005,Washington,Beaverton,Oregon,OR
23015,Hanover,Beaverdam,Virginia,VA
45808,Allen,Beaverdam,Ohio,OH
45430,Greene,Beavercreek,Ohio,OH
45431,Montgomery,Beavercreek,Ohio,OH
45432,Greene,Beavercreek,Ohio,OH
45434,Greene,Beavercreek,Ohio,OH
97004,Clackamas,Beavercreek,Oregon,OR
17812,Snyder,Beaver springs,Pennsylvania,PA
13367,Lewis,Beaver river,New york,NY
18216,Carbon,Beaver meadows,Pennsylvania,PA
49855,Marquette,Beaver grove,Michigan,MI
14812,Schuyler,Beaver dams,New york,NY
42320,Ohio,Beaver dam,Kentucky,KY
53916,Dodge,Beaver dam,Wisconsin,WI
68313,Seward,Beaver crossing,Nebraska,NE
56116,Rock,Beaver creek,Minnesota,MN
68926,Furnas,Beaver city,Nebraska,NE
55601,Lake,Beaver bay,Minnesota,MN
15009,Beaver,Beaver,Pennsylvania,PA
25813,Raleigh,Beaver,West virginia,WV
45613,Pike,Beaver,Ohio,OH
54114,Marinette,Beaver,Wisconsin,WI
84713,Beaver,Beaver,Utah,UT
97108,Tillamook,Beaver,Oregon,OR
98305,Clallam,Beaver,Washington,WA
99724,Yukon-Koyukuk Census Area,Beaver,Alaska,AK
98004,King,Beaux arts,Washington,WA
41203,Martin,Beauty,Kentucky,KY
39423,Perry,Beaumont,Mississippi,MS
67012,Butler,Beaumont,Kansas,KS
77701,Jefferson,Beaumont,Texas,TX
77702,Jefferson,Beaumont,Texas,TX
77703,Jefferson,Beaumont,Texas,TX
77705,Jefferson,Beaumont,Texas,TX
77706,Jefferson,Beaumont,Texas,TX
77707,Jefferson,Beaumont,Texas,TX
77708,Jefferson,Beaumont,Texas,TX
77713,Jefferson,Beaumont,Texas,TX
92223,Riverside,Beaumont,California,CA
28516,Carteret,Beaufort,North carolina,NC
63013,Franklin,Beaufort,Missouri,MO
89003,Nye,Beatty,Nevada,NV
97621,Klamath,Beatty,Oregon,OR
66406,Marshall,Beattie,Kansas,KS
36425,Monroe,Beatrice,Alabama,AL
68310,Gage,Beatrice,Nebraska,NE
62512,Logan,Beason,Illinois,IL
77417,Fort Bend,Beasley,Texas,TX
41740,Knott,Bearville,Kentucky,KY
62526,Macon,Bearsdale,Illinois,IL
62618,Cass,Beardstown,Illinois,IL
56211,Big Stone,Beardsley,Minnesota,MN
71720,Ouachita,Bearden,Arkansas,AR
74859,Okfuskee,Bearden,Oklahoma,OK
59007,Carbon,Bearcreek,Montana,MT
93561,Kern,Bear valley spri,California,CA
95223,Calaveras,Bear valley,California,CA
84301,Box Elder,Bear river city,Utah,UT
16402,Warren,Bear lake,Pennsylvania,PA
49614,Manistee,Bear lake,Michigan,MI
18602,Luzerne,Bear creek,Pennsylvania,PA
27207,Chatham,Bear creek,North carolina,NC
35543,Marion,Bear creek,Alabama,AL
54922,Outagamie,Bear creek,Wisconsin,WI
98528,Mason,Bear creek,Washington,WA
41714,Leslie,Bear branch,Kentucky,KY
19701,New Castle,Bear,Delaware,DE
37708,Grainger,Bean station,Tennessee,TN
50609,Grundy,Beaman,Iowa,IA
4611,Washington,Beals,Maine,ME
15313,Washington,Beallsville,Pennsylvania,PA
20839,Montgomery,Beallsville,Maryland,MD
43716,Monroe,Beallsville,Ohio,OH
95903,Yuba,Beale afb,California,CA
6403,New Haven,Beacon falls,Connecticut,CT
12508,Dutchess,Beacon,New york,NY
52534,Mahaska,Beacon,Iowa,IA
8722,Ocean,Beachwood,New jersey,NJ
44122,Cuyahoga,Beachwood,Ohio,OH
18405,Wayne,Beach lake,Pennsylvania,PA
18601,Luzerne,Beach haven,Pennsylvania,PA
44608,Stark,Beach city,Ohio,OH
58621,Golden Valley,Beach,North dakota,ND
67516,Ness,Bazine,Kansas,KS
8721,Ocean,Bayville,New jersey,NJ
11709,Nassau,Bayville,New york,NY
78566,Cameron,Bayview,Texas,TX
83803,Kootenai,Bayview,Idaho,ID
77520,Harris,Baytown,Texas,TX
77521,Harris,Baytown,Texas,TX
11360,Queens,Bayside,New york,NY
11361,Queens,Bayside,New york,NY
78340,Refugio,Bayside,Texas,TX
95524,Humboldt,Bayside,California,CA
41310,Breathitt,Bays,Kentucky,KY
11705,Suffolk,Bayport,New york,NY
55003,Washington,Bayport,Minnesota,MN
36509,Mobile,Bayou la batre,Alabama,AL
7002,Hudson,Bayonne,New jersey,NJ
62314,Pike,Baylis,Illinois,IL
54814,Bayfield,Bayfield,Wisconsin,WI
81122,La Plata,Bayfield,Colorado,CO
28515,Pamlico,Bayboro,North carolina,NC
13090,Onondaga,Bayberry,New york,NY
50029,Guthrie,Bayard,Iowa,IA
69334,Morrill,Bayard,Nebraska,NE
44140,Cuyahoga,Bay village,Ohio,OH
49770,Emmet,Bay view,Michigan,MI
53207,Milwaukee,Bay view,Wisconsin,WI
39422,Jasper,Bay springs,Mississippi,MS
48720,Huron,Bay port,Michigan,MI
36507,Baldwin,Bay minette,Alabama,AL
8742,Ocean,Bay head,New jersey,NJ
48708,Bay,Bay city,Michigan,MI
54723,Pierce,Bay city,Wisconsin,WI
97107,Tillamook,Bay city,Oregon,OR
98527,Pacific,Bay center,Washington,WA
65041,Gasconade,Bay,Missouri,MO
72411,Craighead,Bay,Arkansas,AR
66713,Cherokee,Baxter springs,Kansas,KS
38544,Putnam,Baxter,Tennessee,TN
40806,Harlan,Baxter,Kentucky,KY
50028,Jasper,Baxter,Iowa,IA
56425,Crow Wing,Baxter,Minnesota,MN
31513,Appling,Baxley,Georgia,GA
23138,Mathews,Bavon,Virginia,VA
67401,Saline,Bavaria,Kansas,KS
72011,Saline,Bauxite,Arkansas,AR
56623,Lake of the Woods,Baudette,Minnesota,MN
58773,Burke,Battleview,North dakota,ND
40104,Meade,Battletown,Kentucky,KY
81635,Garfield,Battlement mesa,Colorado,CO
27809,Edgecombe,Battleboro,North carolina,NC
89820,Lander,Battle mountain,Nevada,NV
56515,Otter Tail,Battle lake,Minnesota,MN
47920,Tippecanoe,Battle ground,Indiana,IN
98604,Clark,Battle ground,Washington,WA
49015,Calhoun,Battle creek,Michigan,MI
49016,Calhoun,Battle creek,Michigan,MI
49017,Calhoun,Battle creek,Michigan,MI
51006,Ida,Battle creek,Iowa,IA
68715,Madison,Battle creek,Nebraska,NE
74722,McCurtain,Battiest,Oklahoma,OK
23304,Isle of Wight,Battery park,Virginia,VA
8037,Atlantic,Batsto,New jersey,NJ
77519,Hardin,Batson,Texas,TX
70801,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70802,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70805,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70806,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70808,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70809,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70810,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70812,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70814,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70815,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70816,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70817,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70818,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70819,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70820,East Baton Rouge Parish,Baton rouge,Louisiana,LA
70836,East Baton Rouge Parish,Baton rouge,Louisiana,LA
58216,Pembina,Bathgate,North dakota,ND
38311,Decatur,Bath springs,Tennessee,TN
4530,Sagadahoc,Bath,Maine,ME
18014,Northampton,Bath,Pennsylvania,PA
27808,Beaufort,Bath,North carolina,NC
29816,Aiken,Bath,South carolina,SC
47010,Franklin,Bath,Indiana,IN
48808,Clinton,Bath,Michigan,MI
57427,Brown,Bath,South dakota,SD
22924,Albemarle,Batesville,Virginia,VA
38606,Panola,Batesville,Mississippi,MS
47006,Ripley,Batesville,Indiana,IN
72501,Independence,Batesville,Arkansas,AR
78829,Zavala,Batesville,Texas,TX
29006,Lexington,Batesburg,South carolina,SC
64011,Lafayette,Bates city,Missouri,MO
62670,Sangamon,Bates,Illinois,IL
97817,Grant,Bates,Oregon,OR
62006,Calhoun,Batchtown,Illinois,IL
70715,Pointe Coupee Parish,Batchelor,Louisiana,LA
14020,Genesee,Batavia,New york,NY
45103,Clermont,Batavia,Ohio,OH
52533,Jefferson,Batavia,Iowa,IA
60510,Kane,Batavia,Illinois,IL
28710,Henderson,Bat cave,North carolina,NC
22810,Shenandoah,Basye,Virginia,VA
71220,Morehouse Parish,Bastrop,Louisiana,LA
78602,Bastrop,Bastrop,Texas,TX
24314,Bland,Bastian,Virginia,VA
39421,Jefferson Davis,Bassfield,Mississippi,MS
24055,Henry,Bassett,Virginia,VA
68714,Rock,Bassett,Nebraska,NE
91746,Los Angeles,Bassett,California,CA
2664,Barnstable,Bass river,Massachusetts,MA
93604,Madera,Bass lake,California,CA
4653,Hancock,Bass harbor,Maine,ME
14013,Genesee,Basom,New york,NY
7920,Somerset,Basking ridge,New jersey,NJ
71219,Franklin Parish,Baskin,Louisiana,LA
23915,Mecklenburg,Baskerville,Virginia,VA
34972,Okeechobee,Basinger,Florida,FL
59631,Jefferson,Basin,Montana,MT
82410,Big Horn,Basin,Wyoming,WY
70515,Evangeline Parish,Basile,Louisiana,LA
66007,Leavenworth,Basehor,Kansas,KS
32423,Jackson,Bascom,Florida,FL
44809,Seneca,Bascom,Ohio,OH
62313,Hancock,Basco,Illinois,IL
81621,Eagle,Basalt,Colorado,CO
83218,Bingham,Basalt,Idaho,ID
31720,Thomas,Barwick,Georgia,GA
24920,Pocahontas,Bartow,West virginia,WV
30413,Jefferson,Bartow,Georgia,GA
33830,Polk,Bartow,Florida,FL
61607,Peoria,Bartonville,Illinois,IL
18321,Monroe,Bartonsville,Pennsylvania,PA
48705,Alcona,Barton city,Michigan,MI
5822,Orleans,Barton,Vermont,VT
13734,Tioga,Barton,New york,NY
21521,Allegany,Barton,Maryland,MD
43905,Belmont,Barton,Ohio,OH
19504,Berks,Barto,Pennsylvania,PA
24813,McDowell,Bartley,West virginia,WV
69020,Red Willow,Bartley,Nebraska,NE
3812,Carroll,Bartlett,New hampshire,NH
38134,Shelby,Bartlett,Tennessee,TN
45713,Washington,Bartlett,Ohio,OH
67332,Labette,Bartlett,Kansas,KS
68622,Wheeler,Bartlett,Nebraska,NE
76511,Williamson,Bartlett,Texas,TX
74003,Washington,Bartlesville,Oklahoma,OK
74006,Washington,Bartlesville,Oklahoma,OK
62218,Clinton,Bartelso,Illinois,IL
61236,Rock Island,Barstow,Illinois,IL
79719,Ward,Barstow,Texas,TX
92311,San Bernardino,Barstow,California,CA
12719,Sullivan,Barryville,New york,NY
12507,Dutchess,Barrytown,New york,NY
49305,Mecosta,Barryton,Michigan,MI
62312,Pike,Barry,Illinois,IL
75102,Navarro,Barry,Texas,TX
99723,North Slope Borough,Barrow,Alaska,AK
54813,Barron,Barronett,Wisconsin,WI
54812,Barron,Barron,Wisconsin,WI
2806,Bristol,Barrington,Rhode island,RI
3825,Strafford,Barrington,New hampshire,NH
8007,Camden,Barrington,New jersey,NJ
60010,Lake,Barrington,Illinois,IL
56311,Grant,Barrett,Minnesota,MN
77532,Harris,Barrett,Texas,TX
24313,Wythe,Barren springs,Virginia,VA
16611,Huntingdon,Barree,Pennsylvania,PA
1005,Worcester,Barre,Massachusetts,MA
5641,Washington,Barre,Vermont,VT
26559,Marion,Barrackville,West virginia,WV
62674,Macoupin,Barr,Illinois,IL
49101,Berrien,Baroda,Michigan,MI
29812,Barnwell,Barnwell,South carolina,SC
50518,Webster,Barnum,Iowa,IA
55707,Carlton,Barnum,Minnesota,MN
75939,Polk,Barnum,Texas,TX
3218,Belknap,Barnstead,New hampshire,NH
2630,Barnstable,Barnstable,Massachusetts,MA
74002,Osage,Barnsdall,Oklahoma,OK
62809,Wayne,Barnhill,Illinois,IL
63012,Jefferson,Barnhart,Missouri,MO
76930,Irion,Barnhart,Texas,TX
31625,Brooks,Barney,Georgia,GA
58008,Richland,Barney,North dakota,ND
13304,Oneida,Barneveld,New york,NY
53507,Iowa,Barneveld,Wisconsin,WI
41256,Johnson,Barnetts creek,Kentucky,KY
65011,Morgan,Barnett,Missouri,MO
5821,Caledonia,Barnet,Vermont,VT
18214,Schuylkill,Barnesville,Pennsylvania,PA
20838,Montgomery,Barnesville,Maryland,MD
30204,Lamar,Barnesville,Georgia,GA
68309,Gage,Barneston,Nebraska,NE
15714,Cambria,Barnesboro,Pennsylvania,PA
50027,Mahaska,Barnes city,Iowa,IA
54873,Douglas,Barnes,Wisconsin,WI
66933,Washington,Barnes,Kansas,KS
8006,Ocean,Barnegat light,New jersey,NJ
8005,Ocean,Barnegat,New jersey,NJ
28709,Buncombe,Barnardsville,North carolina,NC
5031,Windsor,Barnard,Vermont,VT
57426,Brown,Barnard,South dakota,SD
64423,Nodaway,Barnard,Missouri,MO
67418,Lincoln,Barnard,Kansas,KS
25638,Logan,Barnabus,West virginia,WV
42024,Ballard,Barlow,Kentucky,KY
45712,Washington,Barlow,Ohio,OH
72923,Sebastian,Barling,Arkansas,AR
71110,Bossier Parish,Barksdale a f b,Louisiana,LA
78828,Edwards,Barksdale,Texas,TX
14012,Niagara,Barker,New york,NY
63531,Knox,Baring,Missouri,MO
98224,King,Baring,Washington,WA
23011,New Kent,Barhamsville,Virginia,VA
46106,Johnson,Bargersville,Indiana,IN
32976,Brevard,Barefoot bay,Florida,FL
42023,Carlisle,Bardwell,Kentucky,KY
75101,Ellis,Bardwell,Texas,TX
40004,Nelson,Bardstown,Kentucky,KY
93015,Ventura,Bardsdale,California,CA
10954,Rockland,Bardonia,New york,NY
61416,McDonough,Bardolph,Illinois,IL
88411,Quay,Bard,New mexico,NM
27917,Currituck,Barco,North carolina,NC
21607,Queen Annes,Barclay,Maryland,MD
62684,Sangamon,Barclay,Illinois,IL
25504,Cabell,Barboursville,West virginia,WV
96862,Honolulu,Barbers point na,Hawaii,HI
49710,Chippewa,Barbeau,Michigan,MI
70036,Jefferson Parish,Barataria,Louisiana,LA
53913,Sauk,Baraboo,Wisconsin,WI
4609,Hancock,Bar harbor,Maine,ME
85221,Pinal,Bapchule,Arizona,AZ
58713,McHenry,Bantry,North dakota,ND
6750,Litchfield,Bantam,Connecticut,CT
78339,Nueces,Banquete,Texas,TX
43972,Belmont,Bannock,Ohio,OH
48807,Gratiot,Bannister,Michigan,MI
92220,Riverside,Banning,California,CA
28604,Avery,Banner elk,North carolina,NC
38913,Calhoun,Banner,Mississippi,MS
41603,Floyd,Banner,Kentucky,KY
82832,Sheridan,Banner,Wyoming,WY
35542,Fayette,Bankston,Alabama,AL
36005,Pike,Banks,Alabama,AL
71631,Bradley,Banks,Arkansas,AR
83602,Boise,Banks,Idaho,ID
97106,Washington,Banks,Oregon,OR
76823,Brown,Bangs,Texas,TX
4401,Penobscot,Bangor,Maine,ME
12966,Franklin,Bangor,New york,NY
49013,Van Buren,Bangor,Michigan,MI
54614,La Crosse,Bangor,Wisconsin,WI
95914,Butte,Bangor,California,CA
37890,Jefferson,Baneberry,Tennessee,TN
25204,Boone,Bandytown,West virginia,WV
24602,Tazewell,Bandy,Virginia,VA
97411,Coos,Bandon,Oregon,OR
78003,Bandera,Bandera,Texas,TX
42022,Ballard,Bandana,Kentucky,KY
25011,Putnam,Bancroft,West virginia,WV
48414,Shiawassee,Bancroft,Michigan,MI
50517,Kossuth,Bancroft,Iowa,IA
54921,Portage,Bancroft,Wisconsin,WI
68004,Cuming,Bancroft,Nebraska,NE
83217,Caribou,Bancroft,Idaho,ID
22711,Madison,Banco,Virginia,VA
29003,Bamberg,Bamberg,South carolina,SC
21201,Baltimore city,Baltimore,Maryland,MD
21202,Baltimore city,Baltimore,Maryland,MD
21205,Baltimore city,Baltimore,Maryland,MD
21206,Baltimore city,Baltimore,Maryland,MD
21209,Baltimore,Baltimore,Maryland,MD
21210,Baltimore city,Baltimore,Maryland,MD
21211,Baltimore city,Baltimore,Maryland,MD
21212,Baltimore city,Baltimore,Maryland,MD
21213,Baltimore city,Baltimore,Maryland,MD
21214,Baltimore city,Baltimore,Maryland,MD
21215,Baltimore city,Baltimore,Maryland,MD
21216,Baltimore city,Baltimore,Maryland,MD
21217,Baltimore city,Baltimore,Maryland,MD
21218,Baltimore city,Baltimore,Maryland,MD
21223,Baltimore city,Baltimore,Maryland,MD
21224,Baltimore city,Baltimore,Maryland,MD
21229,Baltimore city,Baltimore,Maryland,MD
21230,Baltimore city,Baltimore,Maryland,MD
21231,Baltimore city,Baltimore,Maryland,MD
21239,Baltimore city,Baltimore,Maryland,MD
21286,Baltimore,Baltimore,Maryland,MD
43105,Fairfield,Baltimore,Ohio,OH
6330,New London,Baltic,Connecticut,CT
43804,Holmes,Baltic,Ohio,OH
57003,Minnehaha,Baltic,South dakota,SD
58313,Pierce,Balta,North dakota,ND
54810,Polk,Balsam lake,Wisconsin,WI
28708,Transylvania,Balsam grove,North carolina,NC
28707,Jackson,Balsam,North carolina,NC
79718,Reeves,Balmorhea,Texas,TX
19503,Berks,Bally,Pennsylvania,PA
63021,St. Louis,Ballwin,Missouri,MO
12020,Saratoga,Ballston spa,New york,NY
12019,Saratoga,Ballston lake,New york,NY
76821,Runnels,Ballinger,Texas,TX
95303,Merced,Ballico,California,CA
24919,Summers,Ballengee,West virginia,WV
24918,Monroe,Ballard,West virginia,WV
93463,Santa Barbara,Ballard,California,CA
59006,Yellowstone,Ballantine,Montana,MT
30107,Cherokee,Ball ground,Georgia,GA
73931,Beaver,Balko,Oklahoma,OK
58712,McHenry,Balfour,North dakota,ND
38824,Prentiss,Baldwyn,Mississippi,MS
1436,Worcester,Baldwinville,Massachusetts,MA
13027,Onondaga,Baldwinsville,New york,NY
66006,Douglas,Baldwin city,Kansas,KS
11510,Nassau,Baldwin,New york,NY
21013,Baltimore,Baldwin,Maryland,MD
26351,Gilmer,Baldwin,West virginia,WV
30511,Banks,Baldwin,Georgia,GA
32234,Duval,Baldwin,Florida,FL
49304,Lake,Baldwin,Michigan,MI
52207,Jackson,Baldwin,Iowa,IA
54002,St. Croix,Baldwin,Wisconsin,WI
58521,Burleigh,Baldwin,North dakota,ND
62217,Randolph,Baldwin,Illinois,IL
70514,St. Mary Parish,Baldwin,Louisiana,LA
25010,Boone,Bald knob,West virginia,WV
72010,White,Bald knob,Arkansas,AR
78201,Bexar,Balcones heights,Texas,TX
75180,Dallas,Balch springs,Texas,TX
56115,Lyon,Balaton,Minnesota,MN
19004,Montgomery,Bala cynwyd,Pennsylvania,PA
33154,Miami-Dade,Bal harbour,Florida,FL
42711,Cumberland,Bakerton,Kentucky,KY
28705,Mitchell,Bakersville,North carolina,NC
15007,Allegheny,Bakerstown,Pennsylvania,PA
5441,Franklin,Bakersfield,Vermont,VT
65609,Ozark,Bakersfield,Missouri,MO
93301,Kern,Bakersfield,California,CA
93304,Kern,Bakersfield,California,CA
93306,Kern,Bakersfield,California,CA
93307,Kern,Bakersfield,California,CA
93308,Kern,Bakersfield,California,CA
93309,Kern,Bakersfield,California,CA
93311,Kern,Bakersfield,California,CA
93313,Kern,Bakersfield,California,CA
26801,Hardy,Baker,West virginia,WV
32531,Okaloosa,Baker,Florida,FL
56513,Clay,Baker,Minnesota,MN
58386,Benson,Baker,North dakota,ND
59313,Fallon,Baker,Montana,MT
70714,East Baton Rouge Parish,Baker,Louisiana,LA
73950,Beaver,Baker,Oklahoma,OK
89311,White Pine,Baker,Nevada,NV
92309,San Bernardino,Baker,California,CA
25608,Mingo,Baisden,West virginia,WV
82322,Sweetwater,Bairoil,Wyoming,WY
15006,Allegheny,Bairdford,Pennsylvania,PA
38751,Sunflower,Baird,Mississippi,MS
79504,Callahan,Baird,Texas,TX
59212,Roosevelt,Bainville,Montana,MT
70775,West Feliciana Parish,Bains,Louisiana,LA
98110,Kitsap,Bainbridge islan,Washington,WA
13733,Chenango,Bainbridge,New york,NY
17502,Lancaster,Bainbridge,Pennsylvania,PA
21904,Cecil,Bainbridge,Maryland,MD
31717,Decatur,Bainbridge,Georgia,GA
45612,Ross,Bainbridge,Ohio,OH
46105,Putnam,Bainbridge,Indiana,IN
61007,Ogle,Baileyville,Illinois,IL
66404,Nemaha,Baileyville,Kansas,KS
35019,Cullman,Baileyton,Alabama,AL
37743,Greene,Baileyton,Tennessee,TN
54202,Door,Baileys harbor,Wisconsin,WI
22041,Fairfax,Baileys crossroa,Virginia,VA
40906,Knox,Bailey switch,Kentucky,KY
4003,Cumberland,Bailey island,Maine,ME
27807,Nash,Bailey,North carolina,NC
39320,Lauderdale,Bailey,Mississippi,MS
49303,Muskegon,Bailey,Michigan,MI
75413,Fannin,Bailey,Texas,TX
80421,Park,Bailey,Colorado,CO
27503,Durham,Bahama,North carolina,NC
75412,Red River,Bagwell,Texas,TX
50026,Guthrie,Bagley,Iowa,IA
53801,Grant,Bagley,Wisconsin,WI
56621,Clearwater,Bagley,Minnesota,MN
82321,Carbon,Baggs,Wyoming,WY
40003,Shelby,Bagdad,Kentucky,KY
86321,Yavapai,Bagdad,Arizona,AZ
28009,Stanly,Badin,North carolina,NC
50516,Webster,Badger,Iowa,IA
56714,Roseau,Badger,Minnesota,MN
57214,Kingsbury,Badger,South dakota,SD
93603,Tulare,Badger,California,CA
62624,Schuyler,Bader,Illinois,IL
15005,Beaver,Baden,Pennsylvania,PA
48413,Huron,Bad axe,Michigan,MI
24412,Bath,Bacova,Virginia,VA
31716,Mitchell,Baconton,Georgia,GA
77518,Galveston,Bacliff,Texas,TX
56435,Cass,Backus,Minnesota,MN
58282,Pembina,Backoo,North dakota,ND
33827,Polk,Babson park,Florida,FL
54413,Wood,Babcock,Wisconsin,WI
55706,St. Louis,Babbitt,Minnesota,MN
59411,Glacier,Babb,Montana,MT
91702,Los Angeles,Azusa,California,CA
87410,San Juan,Aztec,New mexico,NM
76020,Tarrant,Azle,Texas,TX
32807,Orange,Azalea park,Florida,FL
97410,Douglas,Azalea,Oregon,OR
50515,Palo Alto,Ayrshire,Iowa,IA
58007,Cass,Ayr,North dakota,ND
68925,Adams,Ayr,Nebraska,NE
29511,Horry,Aynor,South carolina,SC
22727,Madison,Aylor,Virginia,VA
23009,King William,Aylett,Virginia,VA
1432,Middlesex,Ayer,Massachusetts,MA
27916,Currituck,Aydlett,North carolina,NC
28513,Pitt,Ayden,North carolina,NC
24054,Henry,Axton,Virginia,VA
66403,Marshall,Axtell,Kansas,KS
68924,Kearney,Axtell,Nebraska,NE
76624,McLennan,Axtell,Texas,TX
84621,Sanpete,Axtell,Utah,UT
31624,Atkinson,Axson,Georgia,GA
36505,Mobile,Axis,Alabama,AL
29429,Charleston,Awendaw,South carolina,SC
15618,Westmoreland,Avonmore,Pennsylvania,PA
30002,DeKalb,Avondale estates,Georgia,GA
19311,Chester,Avondale,Pennsylvania,PA
24811,McDowell,Avondale,West virginia,WV
85323,Maricopa,Avondale,Arizona,AZ
33825,Highlands,Avon park,Florida,FL
44012,Lorain,Avon lake,Ohio,OH
7717,Monmouth,Avon by the sea,New jersey,NJ
2322,Norfolk,Avon,Massachusetts,MA
6001,Hartford,Avon,Connecticut,CT
14414,Livingston,Avon,New york,NY
27915,Dare,Avon,North carolina,NC
38723,Washington,Avon,Mississippi,MS
44011,Lorain,Avon,Ohio,OH
46168,Hendricks,Avon,Indiana,IN
56310,Stearns,Avon,Minnesota,MN
57315,Bon Homme,Avon,South dakota,SD
59713,Powell,Avon,Montana,MT
61415,Fulton,Avon,Illinois,IL
81620,Eagle,Avon,Colorado,CO
18641,Luzerne,Avoca,Pennsylvania,PA
47420,Lawrence,Avoca,Indiana,IN
51521,Pottawattamie,Avoca,Iowa,IA
53506,Iowa,Avoca,Wisconsin,WI
56114,Murray,Avoca,Minnesota,MN
68307,Cass,Avoca,Nebraska,NE
72711,Benton,Avoca,Arkansas,AR
79503,Jones,Avoca,Texas,TX
62216,Clinton,Aviston,Illinois,IL
17721,Clinton,Avis,Pennsylvania,PA
75630,Marion,Avinger,Texas,TX
46710,Noble,Avilla,Indiana,IN
64833,Jasper,Avilla,Missouri,MO
93424,San Luis Obispo,Avila beach,California,CA
70513,Iberia Parish,Avery island,Louisiana,LA
75554,Red River,Avery,Texas,TX
83802,Shoshone,Avery,Idaho,ID
95224,Calaveras,Avery,California,CA
12018,Rensselaer,Averill park,New york,NY
30803,Jefferson,Avera,Georgia,GA
20609,St. Marys,Avenue,Maryland,MD
7001,Middlesex,Avenel,New jersey,NJ
93204,Kings,Avenal,California,CA
15312,Washington,Avella,Pennsylvania,PA
74001,Osage,Avant,Oklahoma,OK
8202,Cape May,Avalon,New jersey,NJ
53505,Rock,Avalon,Wisconsin,WI
90704,Los Angeles,Avalon,California,CA
13303,Oneida,Ava,New york,NY
62907,Jackson,Ava,Illinois,IL
65608,Douglas,Ava,Missouri,MO
65231,Callaway,Auxvasse,Missouri,MO
41602,Floyd,Auxier,Kentucky,KY
28318,Sampson,Autryville,North carolina,NC
36003,Autauga,Autaugaville,Alabama,AL
77950,Refugio,Austwell,Texas,TX
75835,Houston,Austonio,Texas,TX
24312,Carroll,Austinville,Virginia,VA
44515,Mahoning,Austintown,Ohio,OH
44010,Ashtabula,Austinburg,Ohio,OH
16720,Potter,Austin,Pennsylvania,PA
42123,Barren,Austin,Kentucky,KY
