Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],NREF [MJ],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_NREF,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_NREF,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_NREF,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
42: Wholesale Trade,Customs duties,ab91e846-9247-3c9e-9e61-58ac17402164,US,UNIT_PROCESS,"BEA Code & Name is 4200ID:Customs duties.This industry comprises the sum of the customs duties on imports for all commodities.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42: Wholesale Trade,Other durable goods merchant wholesalers,8edab084-93fc-3198-ae2c-548ab0849ebb,US,UNIT_PROCESS,"BEA Code & Name is '423A00:Other durable goods merchant wholesalers'. Related NAICS codes are: 4232-3, 4235, 4237, 4239. This comprises the following industry groups: (1) establishments primarily engaged in the merchant wholesale distribution of furniture (except hospital beds, medical furniture, and drafting tables). (2) Establishments primarily engaged in the merchant wholesale distribution of home furnishings and/or housewares. (3) Establishments primarily engaged in the merchant wholesale distribution of lumber; plywood; reconstituted wood fiber products; wood fencing; doors and windows and their frames (all materials); wood roofing and siding; and/or other wood or metal millwork. (4) Establishments primarily engaged in the merchant wholesale distribution of stone, cement, lime, construction sand, and gravel; brick; asphalt and concrete mixtures; and/or concrete, stone, and structural clay products. (5) Establishments primarily engaged in the merchant wholesale distribution of nonwood roofing and nonwood siding and insulation materials. (6) Establishments primarily engaged in the merchant wholesale distribution of manufactured homes (i.e., mobile homes) and/or prefabricated buildings and  establishments primarily engaged in the merchant wholesale distribution of construction materials (except lumber, plywood, millwork, wood panels, brick, stone, roofing, siding, electrical and wiring supplies, and insulation materials). (7) Establishments primarily engaged in the merchant wholesale distribution of products of the primary metals industries. Service centers maintain inventory and may perform functions, such as sawing, shearing, bending, leveling, cleaning, or edging, on a custom basis as part of sales transactions and in the merchant wholesale distribution of coal, coke, metal ores, and/or nonmetallic minerals (except precious and semiprecious stones and minerals used in construction, such as sand and gravel).(8) Establishments primarily engaged in the merchant wholesale distribution of hardware, knives, handtools, plumbing equipment, hydronic heating equipment, household-type water heaters, other plumbing supplies, warm air heating and air-conditioning equipment and supplies, and refrigeration equipment (except household-type refrigerators, freezers, and air-conditioners).(9) Establishments primarily engaged in the merchant wholesale distribution of sporting, recreational, toy, hobby, and jewelry goods and supplies, and precious stones and metals.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.22144198217156966,0.0003400328349592669,0.0001322136521821714,2.910476139789413e-08,0.005370725084900178,3.1949588259193957,0.18897259441439015,0.0008350848380313551,1.371860347158338e-05,0.053835633396273994,6.094211586634191e-05,1.6811291541749813e-05,7.857226393492853e-10,0.0006144688813161005,0.3923784020583098,0.05121687059031102,7.303018012281487e-05,1.5814852676033863e-06,0.43721865491762707,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4251: Wholesale Electronic Markets and Agents and Brokers,Wholesale electronic markets and agents and brokers,cffa7a92-c64b-3ad4-92f6-b089fd97011b,US,UNIT_PROCESS,"BEA Code & Name is '425000:Wholesale electronic markets and agents and brokers'. Industries in the Wholesale Electronic Markets and Agents and Brokers subsector arrange for the sale of goods owned by others, generally on a fee or commission basis. They act on behalf of the buyers and sellers of goods. This subsector contains agents and brokers as well as business to business electronic markets that facilitate wholesale trade.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.06725584235687955,0.0001324129005122253,5.714061523397211e-05,1.2755157162676468e-07,0.0020163814900184323,0.8860027225425113,0.057269220749724924,0.00022780602214840504,7.585013347224837e-06,0.01956237555727272,2.2144674124233882e-05,6.108756932824974e-06,2.855098080047703e-10,0.00022328094361001328,0.14257942513886104,0.018610789808692855,2.653714130308084e-05,5.74667869428146e-07,0.15887312897736255,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4247: Petroleum and Petroleum Products Merchant Wholesalers,Petroleum and petroleum products,a3b9b575-95ee-31ea-9ab6-25ce8b7de2e3,US,UNIT_PROCESS,"BEA Code & Name is '424700:Petroleum and petroleum products'.  This industry comprises establishm ents with bulk and non-bulk liquid storage facilities primarily engaged in the merchant wholesale distribution of crude petroleum and petroleum products, including liquefied petroleum gas.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.10918104912253013,0.0002516968224257362,7.156541084410709e-05,1.741796933070305e-08,0.008213842506376818,4.5943188838082225,0.08310897611824244,0.0007963299743739238,6.38087765866775e-06,0.015939879258880064,1.8043996279189352e-05,4.977557436518812e-06,2.3264004177301006e-10,0.00018193451360406284,0.1161770366211507,0.015164505026214591,2.1623080847647343e-05,4.6825276540798416e-07,0.12945352602834373,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4244: Grocery and Related Product Merchant Wholesalers,Grocery and related product wholesalers,e0d78f44-bfde-3a2d-8923-be9d879b72a7,US,UNIT_PROCESS,"BEA Code & Name is '424400:Grocery and related product wholesalers'. This industry comprises establishments primarily engaged in (1) the merchant wholesale distribution of a general line (wide range) of groceries, packaged frozen foods, dairy products, poultry and/or poultry products, confectioneries; salted or roasted nuts; popcorn; potato, corn, and similar chips; and/or fountain fruits and syrups, fish and seafood, meats and meat products and/or lard, fresh fruits and vegetables, and the bottling and merchant wholesale distribution of spring and mineral waters processed by others.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.27402358064489485,0.0007278698676064443,0.0002583684438127941,3.568799100965833e-08,0.005675328052507698,3.146695315216152,0.20509549617268874,0.0016598600457020227,6.254148159840997e-05,0.07518471326520267,8.510934520745873e-05,2.3477983901117585e-05,1.097309117004373e-09,0.0008581429015997856,0.5479801348869106,0.07152745285504594,0.0001019910569607968,2.208639684847341e-06,0.610602255985614,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4242: Drugs and Druggists Sundries Merchant Wholesalers,Drugs and druggists sundries,2e41781e-1e78-3257-9b70-3fd81547706e,US,UNIT_PROCESS,"BEA Code & Name is '424200:Drugs and druggists sundries'. This industry comprises establishments primarily engaged in the merchant wholesale distribution of biological and medical products; botanical drugs and herbs; and pharmaceutical products intended for internal and external consumption in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.16621194465273675,0.00025900777640049447,0.0001021010727182338,2.6163209130487475e-08,0.003967029465503148,2.0198184226369835,0.1452024992652461,0.0005267708146185213,1.2957145795662926e-05,0.04434221909272764,5.019553933411615e-05,1.3846776303138718e-05,6.471677441529646e-10,0.0005061129969517098,0.32318611250012985,0.04218525080298643,6.015198564769461e-05,1.302605018349133e-06,0.36011920292790517,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
"42: Wholesale Trade/4238: Machinery, Equipment, and Supplies Merchant Wholesalers","Machinery, equipment, and supplies",4e52c594-6baf-33a7-9cfe-74eceda17480,US,UNIT_PROCESS,"BEA Code & Name is '423800:Machinery, equipment, and supplies'. This industry group comprises establishments primarily engaged in the merchant wholesale distribution of construction, mining, farm, garden, industrial, service establishment, and transportation machinery, equipment and supplies.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.16890081212593666,0.0002572715855718604,9.732730755291171e-05,2.8044552218796823e-08,0.004171247299126785,2.298103876180736,0.14540482424394996,0.0005480430431957292,1.0586654269373559e-05,0.03834938009910448,4.34116256829211e-05,1.1975388207024316e-05,5.597031974541215e-10,0.0004377119614291299,0.2795075962504571,0.03648392549404689,5.202246095296675e-05,1.126558300188104e-06,0.31144918943250943,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4236: Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Household appliances and electrical and electronic goods,8575d00c-771a-3f8d-a6c2-7cdd45998879,US,UNIT_PROCESS,"BEA Code & Name is '423600:Household appliances and electrical and electronic goods'. This industry comprises establishments primarily engaged in the merchant wholesale distribution of electrical construction materials; wiring supplies; electric light fixtures; light bulbs; and/or electrical power equipment for the generation, transmission, distribution, or control of electric energy.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.15187746343488606,0.00023226257059197474,8.694029848828666e-05,1.960658101013272e-08,0.003654146941850988,1.9102639390965517,0.1323758082595959,0.0004782538682504966,9.461148133057039e-06,0.03522537673256143,3.987524349290708e-05,1.099985345319719e-05,5.141088575040705e-10,0.0004020552275380734,0.256738449281087,0.033511885117551474,4.778462600666696e-05,1.0347870143602907e-06,0.28607802792273074,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4234: Professional and Commercial Equipment and Supplies Merchant Wholesalers,Professional and commercial equipment and supplies,d2b4b21c-708d-3b8e-ad2e-05703dd7151c,US,UNIT_PROCESS,"BEA Code & Name is '423400:Professional and commercial equipment and supplies'. This industry group comprises establishments primarily engaged in the merchant wholesale distribution of photographic equipment and supplies; office, computer, and computer peripheral equipment; and medical, dental, hospital, ophthalmic, and other commercial and professional equipment and supplies.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.11874146960773074,0.00019177777152352247,6.653298441711334e-05,1.5995050897637324e-08,0.0030907523000561735,1.5054518874392724,0.10318641435777812,0.00036631373940486053,7.6064511374112345e-06,0.025162906668795965,2.8484493949500856e-05,7.857638767490533e-06,3.672486825955481e-10,0.00028720425740373363,0.18339862442350177,0.023938890530839266,3.4134484736329684e-05,7.391900805523765e-07,0.2043570682370797,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade/4231: Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor vehicle and motor vehicle parts and supplies,f539ebd0-fae8-3768-846b-dd6a69bdd597,US,UNIT_PROCESS,"BEA Code & Name is '423100:Motor vehicle and motor vehicle parts and supplies'. This industry group comprises establishments primarily engaged in the merchant wholesale distribution of automobiles and other motor vehicles, motor vehicle supplies, tires, and new and used parts.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.18844985862708433,0.00027418140446070426,9.41064411931722e-05,2.4365272053074513e-08,0.0044365049903299725,2.8113646286314133,0.1615586012978728,0.0006721652104215695,1.2080324960886853e-05,0.04112026143817103,4.654827256463063e-05,1.2840653294104505e-05,6.001437767078116e-10,0.00046933823290146924,0.29970303045503327,0.03912002099457652,5.578127180973622e-05,1.2079562097056784e-06,0.33395251920826524,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
42: Wholesale Trade,Other nondurable goods merchant wholesalers,195618c7-75a2-354e-85cc-719e9a522d18,US,UNIT_PROCESS,"BEA Code & Name is '424A00:Other nondurable goods merchant wholesalers'. Related NAICS codes are: 4241, 4243, 4245-6, 4248-9. This comprises the following industry groups: (1) establishments primarily engaged in the merchant wholesale distribution of bulk printing and/or writing paper generally on rolls for further processing, stationery, office supplies, and/or gift wrap, kraft wrapping and other coarse paper, paperboard, converted paper (except stationery and office supplies), and/or related disposable plastics products. (2) Establishments primarily engaged in the merchant wholesale distribution of piece goods, fabrics, knitting yarns (except industrial), thread and other notions, and/or hair accessories, men's and/or boys' clothing and furnishings, women's, children's, infants', and/or unisex clothing and accessories and/or fur clothing, and footwear (including athletic) of leather, rubber, and other materials. (3) Establishments primarily engaged in the merchant wholesale distribution of agricultural products (except raw milk, live poultry, and fresh fruits and vegetables), such as grains, field beans, livestock, and other farm product raw materials (excluding seeds). (4) Establishments primarily engaged in the merchant wholesale distribution of chemicals, plastics materials and basic forms and shapes, and allied products.(5) Establishments primarily engaged in the merchant wholesale distribution of beer, ale, porter, other fermented malt beverages, wine, distilled alcoholic beverages, and/or neutral spirits and ethyl alcohol used in blended wines and distilled liquors/ (6) Establishments primarily engaged in the merchant wholesale distribution of nondurable goods, such as farm supplies; books, periodicals and newspapers; flowers; nursery stock; paints; varnishes; tobacco and tobacco products; and other miscellaneous nondurable goods, such as cut Christmas trees and pet supplies. 

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.227413583555108,0.00046066019878961454,0.0003608494397210944,8.052122296779661e-08,0.005425045301712176,2.850613338696717,0.1836479254893886,0.0008083129420731936,6.124150514825571e-05,0.049382479330109835,5.590113066842971e-05,1.5420701953334317e-05,7.207295530676675e-10,0.0005636414938639548,0.3599218047013294,0.046980334282720526,6.698929933345451e-05,1.4506686113161424e-06,0.4010529797296393,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3399: Other Miscellaneous Manufacturing,Sporting and athletic goods,f2859310-7962-36b6-b81d-f064e152f79e,US,UNIT_PROCESS,"BEA Code & Name is 339920:Sporting and athletic goods manufacturing. This industry comprises establishments primarily engaged in manufacturing sporting and athletic goods (except apparel and footwear).

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.3875067953981613,0.0006227775748158314,0.0002510419524675711,1.0371278912892479e-07,0.009314605081015464,5.381130993653379,0.33492439275923697,0.0012081393866160573,4.225324297815205e-05,0.030946038400972434,3.503101828401364e-05,9.663541427877777e-06,4.5165258465209205e-10,0.0003532117372418006,0.22554869947251502,0.02944070950923551,4.197953318158572e-05,9.090764004127826e-07,0.2513239731965115,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3399: Other Miscellaneous Manufacturing,Jewelry and silverware,de92b582-1e71-3c7b-a1ab-776fdeb3e4e2,US,UNIT_PROCESS,"BEA Code & Name is '339910:Jewelry and silverware manufacturing'. This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing, engraving, chasing, or etching jewelry; (2) manufacturing metal personal goods (i.e., small articles carried on or about the person, such as compacts or cigarette cases); (3) manufacturing, engraving, chasing, or etching precious metal solid, precious metal clad, or pewter cutlery and flatware; (4) manufacturing, engraving, chasing, or etching personal metal goods (i.e., small articles carried on or about the person, such as compacts or cigarette cases); (5) stamping coins; (6) manufacturing unassembled jewelry parts and stock shop products, such as sheet, wire, and tubing; (7) cutting, slabbing, tumbling, carving, engraving, polishing, or faceting precious or semiprecious stones and gems; (8) recutting, repolishing, and setting gem stones; and (9) drilling, sawing, and peeling cultured and costume pearls.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.288817873789845,0.0005079523114714155,0.00011732704695806897,2.7838608902548743e-08,0.006545341072597807,3.2970804674937186,0.2547426671903294,0.0007616283955291349,1.3253651920776053e-05,0.03001704699218013,3.397939692280987e-05,9.373444619727855e-06,4.3809410051070715e-10,0.0003426084197789771,0.2187777906615294,0.028556907652324142,4.071931934854212e-05,8.817861813877611e-07,0.24377929788467048,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3399: Other Miscellaneous Manufacturing,"Dolls, toys, and games",b9b3eda4-f4c8-350c-8757-e82fe4fe2484,US,UNIT_PROCESS,"BEA Code & Name is '339930:Doll, toy, and game manufacturing'. This industry comprises establishments primarily engaged in manufacturing dolls, toys, and games, such as complete dolls, doll parts, doll clothes, action figures, toys, games (including electronic), hobby kits, and children's vehicles (except metal bicycles and tricycles).

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.34183126789136636,0.0006331679702501381,0.00023683589232958275,1.1142665574838983e-07,0.008274331802830525,5.124530395637145,0.2909191940608957,0.001083271137462569,4.295563758207174e-05,0.023195199385776053,2.6257042767675556e-05,7.2431814143062914e-06,3.3853030292135197e-10,0.00026474524992712667,0.16905708535872147,0.02206689975231118,3.1465211464291517e-05,6.813863568338198e-07,0.1883766055345988,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3399: Other Miscellaneous Manufacturing,Office supplies (not paper),a3c8669a-36aa-3498-a4d8-cb1556f55a7a,US,UNIT_PROCESS,"BEA Code & Name is '339940:Office supplies (except paper) manufacturing'. This industry comprises establishments primarily engaged in manufacturing office supplies. Examples of products made by these establishments are pens, pencils, felt tip markers, crayons, chalk, pencil sharpeners, staplers, hand operated stamps, modeling clay, and inked ribbons.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.4065445429782577,0.000763760792580079,0.0003772126025065291,1.4536679229075536e-07,0.010591539192205117,6.149455468407471,0.3464497801694314,0.0013085613654218338,6.623414583427493e-05,0.02948566644915075,3.337787238265913e-05,9.207510039507983e-06,4.3033868469369695e-10,0.0003365433512132375,0.21490484935471765,0.028051375409279544,3.999848048545022e-05,8.66176250803188e-07,0.2394637642572942,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3399: Other Miscellaneous Manufacturing,Signs,4602e002-cd14-3a1f-bc93-a3f5d2ebf1a9,US,UNIT_PROCESS,"BEA Code & Name is '339950:Sign manufacturing'. This industry comprises establishments primarily engaged in manufacturing signs and related displays of all materials (except printing paper and paperboard signs, notices, displays).

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.40737361380390735,0.0006679538644116363,0.0002558829808581745,1.1363115081599886e-07,0.009845909956531175,6.242043284327796,0.35091215918852553,0.0012785215744911729,3.8214504750286513e-05,0.027357845909343054,3.0969172462195e-05,8.543054005714849e-06,3.99283477108026e-10,0.00031225684385271406,0.19939633258607609,0.02602705987045135,3.711200720580394e-05,8.036690112014971e-07,0.22218296387229908,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3399: Other Miscellaneous Manufacturing,"Gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods",044448a4-6f24-3ef6-91a7-4fd1db069a31,US,UNIT_PROCESS,"BEA Code & Name is '339990:All other miscellaneous manufacturing'. This industry comprises establishments primarily engaged in miscellaneous manufacturing (except medical equipment and supplies, jewelry and flatware, sporting and athletic goods, dolls, toys, games, office supplies (except paper), and signs).

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.3834085260003997,0.000676179903899841,0.00025331292212500505,1.4489347082289067e-07,0.009693892019532132,5.224499852047862,0.33095921979605236,0.0011471875256335818,5.367621519921091e-05,0.03503051626895492,3.965466080070639e-05,1.0939004237594228e-05,5.112648995509671e-10,0.0003998311301599727,0.25531821824616097,0.03332650338210795,4.75202900295781e-05,1.0290627582683437e-06,0.28449549560315096,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3391: Medical Equipment and Supplies Manufacturing,Dental laboratories,eecb4b8d-092a-3949-adea-c1b9567254bd,US,UNIT_PROCESS,"BEA Code & Name is '339116:Dental laboratories'. This U.S. industry comprises establishments primarily engaged in manufacturing dentures, crowns, bridges, and orthodontic appliances customized for individual application.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.18098396073161077,0.00029446261322287135,8.610614423326696e-05,2.241329117587838e-08,0.0037665677278941934,2.055385700967694,0.1596329315784374,0.000476897055808248,1.0671028414373078e-05,0.02346976323390455,2.6567849955959013e-05,7.32891966249844e-06,3.4253751929132904e-10,0.00026787906539405926,0.17105823064475545,0.022328107807111332,3.183766825580794e-05,6.894519939116883e-07,0.19060643787415935,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3391: Medical Equipment and Supplies Manufacturing,Surgical and medical instruments,dcb3bc60-9fb5-368f-ab7c-007c3a7c1fd0,US,UNIT_PROCESS,"BEA Code & Name is '339112:Surgical and medical instrument manufacturing'. This U.S. industry comprises establishments primarily engaged in manufacturing medical, surgical, ophthalmic, and veterinary instruments and apparatus (except electrotherapeutic, electromedical and irradiation apparatus). Examples of products made by these establishments are syringes, hypodermic needles, anesthesia apparatus, blood transfusion equipment, catheters, surgical clamps, and medical thermometers.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.23553992472680535,0.0003772694806631313,0.00021764283005667816,9.862452236603144e-08,0.005202304286162176,3.263466612382194,0.2012895633519915,0.0007269054217655397,3.685102336465483e-05,0.024279044603880046,2.7483959155501396e-05,7.581634531659916e-06,3.543488541618201e-10,0.0002771160370187529,0.1769566386458121,0.023098022760876004,3.2935490655041345e-05,7.132255892651842e-07,0.19717890465329185,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3391: Medical Equipment and Supplies Manufacturing,Dental equipment and supplies,9da3bcb2-46b8-32d1-8951-f3ec965b36c7,US,UNIT_PROCESS,"BEA Code & Name is '339114:Dental equipment and supplies manufacturing'. This U.S. industry comprises establishments primarily engaged in manufacturing dental equipment and supplies used by dental laboratories and offices of dentists, such as dental chairs, dental instrument delivery systems, dental hand instruments, and dental impression material and dental cements.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.29541424490822554,0.0005556387264959606,0.00017904053754345386,6.489137801807807e-08,0.0066627408821098985,3.572847409253809,0.25698416463982265,0.0007604298333048302,2.8258590929957497e-05,0.015113935635206506,1.7109025353102618e-05,4.719639433540769e-06,2.2058552391924327e-10,0.00017250736243202923,0.11015718659242028,0.014378738331928629,2.0502655437878774e-05,4.4398969668738815e-07,0.12274573905902865,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3391: Medical Equipment and Supplies Manufacturing,Ophthalmic goods,83e08c9b-fd53-34e4-8188-97a265878bd3,US,UNIT_PROCESS,"BEA Code & Name is '339115:Ophthalmic goods manufacturing'. This U.S. industry comprises establishments primarily engaged in manufacturing ophthalmic goods. Examples of products made by these establishments are prescription eyeglasses (except manufactured in a retail setting), contact lenses, sunglasses, eyeglass frames, and reading glasses made to standard powers, and protective eyewear.

This USEEIO model, 2.0.1-411, was built using useeior v1.0.2 which can be found at https://github.com/USEPA/useeior/releases. More information at USEEIO is available at https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-models.
",1.0,USD,0.18175709951715976,0.00027403104786707005,0.0001414837216019737,6.380018103370092e-08,0.003984187040680772,2.259598660035106,0.15883985861382105,0.0005374515803320881,1.9898847402567504e-05,0.027022691624397736,3.058977669813119e-05,8.438395138711112e-06,3.9439195280088124e-10,0.0003084314615632044,0.19695357684097595,0.025708208720071443,3.665735707438774e-05,7.938234585335541e-07,0.21946105467555824,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
